city_id,city_name,port,species_id,dashboard_species,period,catch_estimate,matched_all_species_hours,catch_per_1000_matched_all_species_hours,positive_month_year_strata,enumerated_month_year_strata,positive_years,limitation
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,freshwater_drum,Drum,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,yellow_perch,Yellow Perch,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,yellow_perch,Yellow Perch,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,yellow_perch,Yellow Perch,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,lake_whitefish,Lake Whitefish,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,lake_whitefish,Lake Whitefish,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,lake_whitefish,Lake Whitefish,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,round_whitefish,Round Whitefish,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,round_whitefish,Round Whitefish,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,round_whitefish,Round Whitefish,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,channel_catfish,Channel Catfish,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,channel_catfish,Channel Catfish,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,channel_catfish,Channel Catfish,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,largemouth_bass,Largemouth Bass,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,largemouth_bass,Largemouth Bass,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,largemouth_bass,Largemouth Bass,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,atlantic_salmon,Atlantic Salmon,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,atlantic_salmon,Atlantic Salmon,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,atlantic_salmon,Atlantic Salmon,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,northern_pike,Northern Pike,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,northern_pike,Northern Pike,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,northern_pike,Northern Pike,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,burbot,Burbot,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,burbot,Burbot,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,burbot,Burbot,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,white_perch,White Perch,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,white_perch,White Perch,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,white_perch,White Perch,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,white_bass,White Bass,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,white_bass,White Bass,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
tawas_city_mi,Tawas City,NO_DASHBOARD_ROWS_RESOLVED,white_bass,White Bass,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
charlevoix_mi,Charlevoix,CHARLEVOIX,chinook_salmon,Chinook Salmon,full_export,157,45555,3.4464,9,32,9,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,chinook_salmon,Chinook Salmon,modern_2012_2022_excluding_2020,85,43805,1.9404,5,28,5,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,chinook_salmon,Chinook Salmon,recent_2018_2022_excluding_2020,21,29309,0.7165,1,19,1,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,coho_salmon,Coho Salmon,full_export,0,36142,0,0,25,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,coho_salmon,Coho Salmon,modern_2012_2022_excluding_2020,0,36142,0,0,25,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,coho_salmon,Coho Salmon,recent_2018_2022_excluding_2020,0,29309,0,0,19,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,steelhead,Steelhead,full_export,366,53136,6.888,11,36,10,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,steelhead,Steelhead,modern_2012_2022_excluding_2020,143,45588,3.1368,4,29,3,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,steelhead,Steelhead,recent_2018_2022_excluding_2020,0,29309,0,0,19,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,brown_trout,Brown Trout,full_export,24,37910,0.6331,1,26,1,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,brown_trout,Brown Trout,modern_2012_2022_excluding_2020,0,36142,0,0,25,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,brown_trout,Brown Trout,recent_2018_2022_excluding_2020,0,29309,0,0,19,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,lake_trout,Lean Lake Trout,full_export,377,45536,8.2792,9,31,5,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,lake_trout,Lean Lake Trout,modern_2012_2022_excluding_2020,377,45536,8.2792,9,31,5,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,lake_trout,Lean Lake Trout,recent_2018_2022_excluding_2020,133,29309,4.5379,3,19,2,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,walleye,Walleye,full_export,1118,59993,18.6355,19,41,13,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,walleye,Walleye,modern_2012_2022_excluding_2020,96,40103,2.3938,5,27,4,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,walleye,Walleye,recent_2018_2022_excluding_2020,14,29309,0.4777,2,19,1,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,smallmouth_bass,Smallmouth Bass,full_export,78123,133511,585.1428,103,107,24,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,smallmouth_bass,Smallmouth Bass,modern_2012_2022_excluding_2020,57888,83291,695.0091,48,52,10,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,smallmouth_bass,Smallmouth Bass,recent_2018_2022_excluding_2020,15087,29309,514.7566,17,19,4,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,freshwater_drum,Drum,full_export,742,59776,12.413,14,35,11,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,freshwater_drum,Drum,modern_2012_2022_excluding_2020,658,55804,11.7913,11,32,8,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,freshwater_drum,Drum,recent_2018_2022_excluding_2020,421,29309,14.3642,4,19,4,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,yellow_perch,Yellow Perch,full_export,1197,51689,23.1577,14,32,8,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,yellow_perch,Yellow Perch,modern_2012_2022_excluding_2020,1105,50100,22.0559,12,30,6,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,yellow_perch,Yellow Perch,recent_2018_2022_excluding_2020,315,29309,10.7476,6,19,3,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,lake_whitefish,Lake Whitefish,full_export,23,36574,0.6289,1,26,1,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,lake_whitefish,Lake Whitefish,modern_2012_2022_excluding_2020,0,36142,0,0,25,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,lake_whitefish,Lake Whitefish,recent_2018_2022_excluding_2020,0,29309,0,0,19,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,round_whitefish,Round Whitefish,full_export,0,36142,0,0,25,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,round_whitefish,Round Whitefish,modern_2012_2022_excluding_2020,0,36142,0,0,25,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,round_whitefish,Round Whitefish,recent_2018_2022_excluding_2020,0,29309,0,0,19,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,channel_catfish,Channel Catfish,full_export,0,36142,0,0,25,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,channel_catfish,Channel Catfish,modern_2012_2022_excluding_2020,0,36142,0,0,25,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,channel_catfish,Channel Catfish,recent_2018_2022_excluding_2020,0,29309,0,0,19,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,largemouth_bass,Largemouth Bass,full_export,0,36142,0,0,25,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,largemouth_bass,Largemouth Bass,modern_2012_2022_excluding_2020,0,36142,0,0,25,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,largemouth_bass,Largemouth Bass,recent_2018_2022_excluding_2020,0,29309,0,0,19,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,atlantic_salmon,Atlantic Salmon,full_export,0,17251,0,0,13,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,atlantic_salmon,Atlantic Salmon,modern_2012_2022_excluding_2020,0,17251,0,0,13,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,atlantic_salmon,Atlantic Salmon,recent_2018_2022_excluding_2020,0,10418,0,0,7,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,northern_pike,Northern Pike,full_export,0,36142,0,0,25,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,northern_pike,Northern Pike,modern_2012_2022_excluding_2020,0,36142,0,0,25,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,northern_pike,Northern Pike,recent_2018_2022_excluding_2020,0,29309,0,0,19,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,burbot,Burbot,full_export,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,burbot,Burbot,modern_2012_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,burbot,Burbot,recent_2018_2022_excluding_2020,0,0,,0,0,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,white_perch,White Perch,full_export,0,36142,0,0,25,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,white_perch,White Perch,modern_2012_2022_excluding_2020,0,36142,0,0,25,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,white_perch,White Perch,recent_2018_2022_excluding_2020,0,29309,0,0,19,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,white_bass,White Bass,full_export,0,34966,0,0,24,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,white_bass,White Bass,modern_2012_2022_excluding_2020,0,34966,0,0,24,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
charlevoix_mi,Charlevoix,CHARLEVOIX,white_bass,White Bass,recent_2018_2022_excluding_2020,0,28133,0,0,18,0,Ordinal recurrence/magnitude aid only; matched hours are all-species effort and port Pier/Dock can pool structures.
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,chinook_salmon,Chinook Salmon,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,chinook_salmon,Chinook Salmon,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,chinook_salmon,Chinook Salmon,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,coho_salmon,Coho Salmon,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,coho_salmon,Coho Salmon,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,coho_salmon,Coho Salmon,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,steelhead,Steelhead,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,steelhead,Steelhead,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,steelhead,Steelhead,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,brown_trout,Brown Trout,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,brown_trout,Brown Trout,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,brown_trout,Brown Trout,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,lake_trout,Lean Lake Trout,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,lake_trout,Lean Lake Trout,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,lake_trout,Lean Lake Trout,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,walleye,Walleye,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,walleye,Walleye,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,walleye,Walleye,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,smallmouth_bass,Smallmouth Bass,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,smallmouth_bass,Smallmouth Bass,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,smallmouth_bass,Smallmouth Bass,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,freshwater_drum,Drum,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,freshwater_drum,Drum,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,freshwater_drum,Drum,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,yellow_perch,Yellow Perch,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,yellow_perch,Yellow Perch,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,yellow_perch,Yellow Perch,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,lake_whitefish,Lake Whitefish,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,lake_whitefish,Lake Whitefish,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,lake_whitefish,Lake Whitefish,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,round_whitefish,Round Whitefish,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,round_whitefish,Round Whitefish,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,round_whitefish,Round Whitefish,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,channel_catfish,Channel Catfish,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,channel_catfish,Channel Catfish,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,channel_catfish,Channel Catfish,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,largemouth_bass,Largemouth Bass,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,largemouth_bass,Largemouth Bass,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,largemouth_bass,Largemouth Bass,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,atlantic_salmon,Atlantic Salmon,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,atlantic_salmon,Atlantic Salmon,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,atlantic_salmon,Atlantic Salmon,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,northern_pike,Northern Pike,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,northern_pike,Northern Pike,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,northern_pike,Northern Pike,recent_2018_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,burbot,Burbot,full_export,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
caseville_mi,Caseville,NO_DASHBOARD_ROWS_RESOLVED,burbot,Burbot,modern_2012_2022_excluding_2020,0,0,,0,0,0,"Zero resolved rows mean missing dashboard coverage, never biological zero."
