city_id,display_name,water_body,parent_great_lake,species_id,species_name,mandatory_lead,disposition,months_reviewed,alternate_names_reviewed,rationale,unresolved_requirement
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,lake_whitefish,Lake whitefish,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,lake whitefish|whitefish,"DNR Pier/Dock extract has 2 positive estimate rows across 2003 and months 6. Stocking review found 1 target-county records (2024-2024), including neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,round_whitefish,Round whitefish,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,round whitefish|Menominee,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,channel_catfish,Channel catfish,false,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,channel catfish|channel cat|catfish,DNR Pier/Dock extract has 1 positive estimate rows across 1994 and months 9.,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,largemouth_bass,Largemouth bass,false,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,largemouth bass,"DNR Pier/Dock extract has 1 positive estimate rows across 1992 and months 9. Stocking review found 1 target-county records (2017-2017), including neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,atlantic_salmon,Atlantic salmon,true,hold,1|2|3|4|5|6|7|8|9|10|11|12,Atlantic salmon|Atlantic,"A 1986 Lake Charlevoix stocking and occasional modern offshore reports create a historical/local lead, not an exact-pier fishery. Stocking review found 1 target-county records (1986-1986), including connected-water relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must resolve exact covered-structure recurrence and mode before numeric admission.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,northern_pike,Northern pike,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,northern pike|pike,Archived DNR reports document northern pike in the Charlevoix channel; Pass 2 must determine recurrence and intentional targeting along covered public segments.,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,burbot,Burbot,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,burbot|lawyer|eelpout,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,white_perch,White perch,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,white perch,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
charlevoix_mi,Charlevoix,Lake Michigan,Lake Michigan,white_bass,White bass,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,white bass,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,chinook_salmon,Chinook salmon,true,hold,1|2|3|4|5|6|7|8|9|10|11|12,Chinook salmon|king salmon|king,"Historical and recent stocking exists at neighboring Huron County ports, but no exact Caseville/Pointe Park catch record was resolved. Stocking review found 114 target-county records (1979-2011), including neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must resolve exact covered-structure recurrence and mode before numeric admission.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,coho_salmon,Coho salmon,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,coho salmon|silver salmon,"An archived DNR weekly report records one coho caught by Caseville pier anglers; sparse but exact-mode evidence is sufficient for Pass 2 quantification, not a score. Stocking review found 29 target-county records (1979-2026), including neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,steelhead,Steelhead / rainbow trout,true,hold,1|2|3|4|5|6|7|8|9|10|11|12,steelhead|rainbow trout|Skamania,"Rainbow trout were stocked at the exact connected Pigeon River/Caseville site through 2022, but exact Pointe Park recurrence remains unresolved. Stocking review found 248 target-county records (1980-2026), including exact, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must resolve exact covered-structure recurrence and mode before numeric admission.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,brown_trout,Brown trout,true,hold,1|2|3|4|5|6|7|8|9|10|11|12,brown trout,"Historical brown trout stocking at Pigeon River/Caseville ended in 1999; no current exact-pier recurrence was established. Stocking review found 157 target-county records (1982-2011), including exact, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must resolve exact covered-structure recurrence and mode before numeric admission.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,lake_trout,Lake trout,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,lake trout|lean lake trout|laker,"Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water. Stocking review found 176 target-county records (1981-2017), including neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,walleye,Walleye,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,walleye,"Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water. Stocking review found 9 target-county records (1982-2004), including connected-water, neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,smallmouth_bass,Smallmouth bass,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,smallmouth bass|smallmouth|smallie,Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water.,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,freshwater_drum,Freshwater drum,true,exclude,1|2|3|4|5|6|7|8|9|10|11|12,freshwater drum|drum|sheepshead,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,yellow_perch,Yellow perch,true,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,yellow perch|perch,Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water.,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,lake_whitefish,Lake whitefish,true,exclude,1|2|3|4|5|6|7|8|9|10|11|12,lake whitefish|whitefish,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,round_whitefish,Round whitefish,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,round whitefish|Menominee,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,channel_catfish,Channel catfish,true,exclude,1|2|3|4|5|6|7|8|9|10|11|12,channel catfish|channel cat|catfish,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,largemouth_bass,Largemouth bass,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,largemouth bass,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,atlantic_salmon,Atlantic salmon,true,exclude,1|2|3|4|5|6|7|8|9|10|11|12,Atlantic salmon|Atlantic,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,northern_pike,Northern pike,true,hold,1|2|3|4|5|6|7|8|9|10|11|12,northern pike|pike,"Stocking review found 5 target-county records (1993-1997), including neighboring-port relationships; stocking remains occurrence-pathway evidence only.",Pass 2 must resolve exact covered-structure recurrence and mode before numeric admission.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,burbot,Burbot,false,research_candidate,1|2|3|4|5|6|7|8|9|10|11|12,burbot|lawyer|eelpout,Michigan DNR Better Fishing Waters names the species for the exact city/harbor/breakwall or directly covered water.,Pass 2 must quantify recurring intentional covered-structure opportunity without converting raw estimate sums or stocking into scores.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,white_perch,White perch,false,exclude,1|2|3|4|5|6|7|8|9|10|11|12,white perch,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
caseville_mi,Caseville,Saginaw Bay,Lake Huron,white_bass,White bass,true,exclude,1|2|3|4|5|6|7|8|9|10|11|12,white bass,"No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review.",Reopen in Pass 2 only if new exact covered-structure evidence resolves the reviewed gap; exclusion is not biological absence.
