City,View,Date (MM-DD),Chinook Salmon,Coho Salmon,Steelhead,Brown Trout,Lake Trout,Walleye,Smallmouth Bass,Freshwater Drum,Yellow Perch,Lake Whitefish,Round Whitefish,Channel Catfish,Largemouth Bass
Grand Haven,Weekly,08-30,7.107692307692307,6.39375,5.277777777777778,1.2727272727272727,Not configured,Not configured,Not configured,5.532258064516129,Not configured,Not configured,Not configured,Not configured,5.048387096774194
Grand Haven,Weekly,09-06,7.646153846153846,7.925000000000001,4.772222222222222,1.4,Not configured,Not configured,Not configured,5.080645161290322,Not configured,Not configured,Not configured,Not configured,4.370967741935484
Grand Haven,Weekly,09-13,7.225,8.621276595744682,4.266666666666667,1.5272727272727273,Not configured,Not configured,Not configured,4.629032258064516,Not configured,Not configured,Not configured,Not configured,3.6935483870967745
Grand Haven,Weekly,09-20,6.42,8.204255319148936,3.761111111111111,1.6545454545454545,Not configured,Not configured,Not configured,4.166666666666667,Not configured,Not configured,Not configured,Not configured,3.25
Grand Haven,Weekly,09-27,5.615,7.787234042553192,3.7314285714285713,1.7818181818181817,Not configured,Not configured,Not configured,3.7,Not configured,Not configured,Not configured,Not configured,2.9
Grand Haven,Weekly,10-04,4.688235294117647,7.370212765957447,4.8914285714285715,1.9090909090909092,Not configured,Not configured,Not configured,3.2333333333333334,Not configured,Not configured,Not configured,Not configured,2.55
Grand Haven,Weekly,10-11,3.7411764705882353,6.953191489361703,6.051428571428571,2.0363636363636366,Not configured,Not configured,Not configured,2.7666666666666666,Not configured,Not configured,Not configured,Not configured,2.2
Grand Haven,Weekly,10-18,3.091803278688525,6.536170212765958,7.21142857142857,2.163636363636364,Not configured,Not configured,Not configured,2.403225806451613,Not configured,Not configured,Not configured,Not configured,1.9516129032258065
Grand Haven,Weekly,10-25,2.839344262295082,6.1191489361702125,8.37142857142857,2.325,Not configured,Not configured,Not configured,2.1774193548387095,Not configured,Not configured,Not configured,Not configured,1.8387096774193548
Grand Haven,Weekly,11-01,2.5868852459016396,5.270833333333333,8.836363636363636,2.5,Not configured,Not configured,Not configured,1.9516129032258065,Not configured,Not configured,Not configured,Not configured,1.7258064516129032
Grand Haven,Weekly,11-08,2.334426229508197,4.25,7.5636363636363635,2.6750000000000003,Not configured,Not configured,Not configured,1.7258064516129032,Not configured,Not configured,Not configured,Not configured,1.6129032258064515
Grand Haven,Weekly,11-15,2.081967213114754,3.229166666666667,6.886274509803922,2.85,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,11-22,1.8295081967213116,2.553658536585366,6.447058823529412,3.025,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,11-29,1.5770491803278688,2.7414634146341466,6.007843137254902,3.2,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,12-06,1.3245901639344264,2.9292682926829268,5.568627450980392,3.375,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,12-13,1.0721311475409836,3.1170731707317074,5.129411764705882,3.55,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,12-20,1,3.3048780487804876,4.690196078431373,3.725,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Grand Haven,Weekly,12-27,1,3.4926829268292683,4.250980392156863,3.9,Not configured,Not configured,Not configured,1.5,Not configured,Not configured,Not configured,Not configured,1.5
Manistee,Dates,01-15,1,1.5,3.2,4.2,2,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,02-15,1.0688888888888888,2.330357142857143,4.583928571428572,5.233333333333333,2,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,03-10,1.1199999999999999,2.946428571428571,5.610714285714286,6,2.4107142857142856,Not configured,1.5,1.5,2.321428571428571,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,03-12,1.1244444444444444,3,5.7,6.141935483870967,2.4464285714285716,Not configured,1.5,1.5,2.392857142857143,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,03-15,1.1311111111111112,3.0483870967741935,5.813793103448276,6.354838709677419,2.5,Not configured,1.5,1.5,2.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,04-10,1.1888888888888889,3.467741935483871,6.8,8.2,2.9193548387096775,Not configured,1.9193548387096775,1.5,5.435483870967742,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,04-12,1.1933333333333334,3.5,6.592592592592593,8.16,2.9516129032258065,Not configured,1.9516129032258065,1.5,5.661290322580645,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,04-15,1.2,3.532142857142857,6.281481481481482,8.1,3,Not configured,2,1.5,6,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,04-30,2.1,3.6928571428571426,4.725925925925926,7.8,2.75,Not configured,2.25,2,6.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,05-07,2.5199999999999996,3.767857142857143,4,7.1,2.6333333333333333,Not configured,2.3666666666666667,2.2333333333333334,6.733333333333333,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,05-10,2.7,3.8,4.048,6.8,2.5833333333333335,Not configured,2.4166666666666665,2.3333333333333335,6.833333333333333,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,05-15,3,3.617073170731707,4.128,6.3,2.5,Not configured,2.5,2.5,7,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,06-03,6.5,2.921951219512195,4.432,5.191666666666666,1.8870967741935485,Not configured,2.806451612903226,3.1129032258064515,5.161290322580645,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,06-15,5.3,2.4829268292682922,4.624,4.491666666666667,1.5,Not configured,3,3.5,4,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,06-20,4.8,2.3,4.704,4.2,1.4166666666666667,Not configured,3.25,3.6666666666666665,3.6666666666666665,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,06-26,4.56,2.248571428571428,4.8,3.857142857142857,1.3166666666666667,Not configured,3.55,3.8666666666666667,3.2666666666666666,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,07-15,3.8,2.085714285714286,3.2,2.7714285714285714,1,Not configured,4.5,4.5,2,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,07-20,3.6,2.0428571428571427,3.175609756097561,2.4857142857142858,1,Not configured,4.338709677419355,4.17741935483871,1.9193548387096775,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,07-25,4.19375,2,3.151219512195122,2.2,1,Not configured,4.17741935483871,3.8548387096774195,1.8387096774193548,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,08-05,5.5,2.7615384615384615,3.097560975609756,1.5714285714285716,1,Not configured,3.8225806451612905,3.145161290322581,1.6612903225806452,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,08-15,7.5,3.453846153846154,3.048780487804878,1,1,Not configured,3.5,2.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,08-20,8.5,3.8,3.024390243902439,1.1065573770491803,1.0806451612903225,Not configured,3.258064516129032,2.4193548387096775,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,08-25,9,4.442857142857143,3,1.2131147540983607,1.1612903225806452,Not configured,3.0161290322580645,2.338709677419355,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,08-30,9.5,5.085714285714285,3.6463414634146343,1.319672131147541,1.2419354838709677,Not configured,2.774193548387097,2.258064516129032,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,09-07,9,6.114285714285714,4.680487804878049,1.4901639344262294,1.370967741935484,Not configured,2.3870967741935485,2.129032258064516,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,09-10,8.382352941176471,6.5,5.068292682926829,1.5540983606557375,1.4193548387096775,Not configured,2.241935483870968,2.0806451612903225,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,09-15,7.352941176470589,6.84,5.714634146341464,1.6606557377049178,1.5,Not configured,2,2,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,09-24,5.5,7.452,6.878048780487806,1.8524590163934425,1.95,Not configured,1.85,1.85,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,10-05,5.683333333333334,8.2,8.3,2.086885245901639,2.5,Not configured,1.6666666666666667,1.6666666666666667,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,10-12,5.8,7.748387096774193,8.817391304347826,2.2360655737704915,2.85,Not configured,1.55,1.55,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,10-15,5.482352941176471,7.554838709677419,9.039130434782608,2.3,3,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,10-28,4.105882352941176,6.716129032258064,10,2.6207792207792204,2.7903225806451615,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,11-05,3.2588235294117647,6.2,8.892307692307693,2.818181818181818,2.661290322580645,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,11-10,2.7294117647058824,5.571428571428571,8.2,2.9415584415584415,2.5806451612903225,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,11-15,2.2,4.942857142857143,7.76,3.064935064935065,2.5,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,12-05,1.6782608695652175,2.428571428571429,6,3.5584415584415585,2.1666666666666665,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,12-10,1.547826086956522,1.8,5.519230769230769,3.6818181818181817,2.0833333333333335,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,12-15,1.4173913043478261,1.7583333333333333,5.038461538461538,3.8051948051948052,2,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Dates,12-31,1,1.625,3.5,4.2,2,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,01-04,1,1.5916666666666668,3.42,4.2,2,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,01-11,1,1.5333333333333332,3.2800000000000002,4.2,2,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,01-18,1.0066666666666666,1.5803571428571428,3.333928571428572,4.3,2,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,01-25,1.0222222222222221,1.7678571428571428,3.646428571428572,4.533333333333333,2,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,02-01,1.0377777777777777,1.9553571428571428,3.9589285714285714,4.766666666666667,2,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,02-08,1.0533333333333332,2.142857142857143,4.271428571428571,5,2,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,02-15,1.0688888888888888,2.330357142857143,4.583928571428572,5.233333333333333,2,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,02-22,1.0844444444444443,2.517857142857143,4.896428571428572,5.466666666666667,2.125,Not configured,1.5,1.5,1.75,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,03-01,1.1,2.705357142857143,5.208928571428572,5.7,2.25,Not configured,1.5,1.5,2,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,03-08,1.1155555555555554,2.892857142857143,5.521428571428572,5.933333333333334,2.375,Not configured,1.5,1.5,2.25,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,03-15,1.1311111111111112,3.0483870967741935,5.813793103448276,6.354838709677419,2.5,Not configured,1.5,1.5,2.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,03-22,1.1466666666666665,3.161290322580645,6.0793103448275865,6.851612903225806,2.6129032258064515,Not configured,1.6129032258064515,1.5,3.290322580645161,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,03-29,1.1622222222222223,3.274193548387097,6.344827586206897,7.348387096774193,2.725806451612903,Not configured,1.7258064516129032,1.5,4.080645161290322,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,04-05,1.1777777777777778,3.3870967741935485,6.610344827586207,7.84516129032258,2.838709677419355,Not configured,1.8387096774193548,1.5,4.870967741935484,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,04-12,1.1933333333333334,3.5,6.592592592592593,8.16,2.9516129032258065,Not configured,1.9516129032258065,1.5,5.661290322580645,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,04-19,1.44,3.575,5.866666666666666,8.02,2.933333333333333,Not configured,2.066666666666667,1.6333333333333333,6.133333333333334,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,04-26,1.8599999999999999,3.65,5.140740740740741,7.88,2.816666666666667,Not configured,2.183333333333333,1.8666666666666667,6.366666666666666,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,05-03,2.2800000000000002,3.7249999999999996,4.4148148148148145,7.5,2.7,Not configured,2.3,2.1,6.6,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,05-10,2.7,3.8,4.048,6.8,2.5833333333333335,Not configured,2.4166666666666665,2.3333333333333335,6.833333333333333,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,05-17,3.3684210526315788,3.5439024390243903,4.16,6.183333333333334,2.435483870967742,Not configured,2.532258064516129,2.564516129032258,6.806451612903226,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,05-24,4.657894736842105,3.2878048780487803,4.272,5.775,2.2096774193548385,Not configured,2.6451612903225805,2.7903225806451615,6.129032258064516,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,05-31,5.947368421052632,3.0317073170731703,4.384,5.366666666666667,1.9838709677419355,Not configured,2.758064516129032,3.0161290322580645,5.451612903225806,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,06-07,6.1,2.7756097560975608,4.4959999999999996,4.958333333333334,1.7580645161290323,Not configured,2.870967741935484,3.241935483870968,4.774193548387097,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,06-14,5.4,2.5195121951219512,4.608,4.55,1.532258064516129,Not configured,2.9838709677419355,3.467741935483871,4.096774193548387,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,06-21,4.76,2.2914285714285714,4.72,4.142857142857143,1.4,Not configured,3.3,3.7,3.6,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,06-28,4.4799999999999995,2.2314285714285713,4.631578947368421,3.742857142857143,1.2833333333333332,Not configured,3.65,3.9333333333333336,3.1333333333333333,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,07-05,4.2,2.1714285714285713,4.042105263157895,3.342857142857143,1.1666666666666667,Not configured,4,4.166666666666667,2.666666666666667,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,07-12,3.92,2.111428571428571,3.4526315789473685,2.942857142857143,1.05,Not configured,4.35,4.4,2.2,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,07-19,3.64,2.0514285714285716,3.180487804878049,2.5428571428571427,1,Not configured,4.370967741935484,4.241935483870968,1.935483870967742,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,07-26,4.3125,2.0692307692307694,3.1463414634146343,2.142857142857143,1,Not configured,4.145161290322581,3.790322580645161,1.8225806451612903,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,08-02,5.14375,2.5538461538461537,3.1121951219512196,1.7428571428571429,1,Not configured,3.9193548387096775,3.338709677419355,1.7096774193548387,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,08-09,6.3,3.0384615384615383,3.078048780487805,1.3428571428571425,1,Not configured,3.693548387096774,2.8870967741935485,1.596774193548387,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,08-16,7.699999999999999,3.523076923076923,3.0439024390243903,1.021311475409836,1.0161290322580645,Not configured,3.4516129032258065,2.4838709677419355,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,08-23,8.8,4.185714285714286,3.0097560975609756,1.1704918032786886,1.129032258064516,Not configured,3.1129032258064515,2.370967741935484,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,08-30,9.5,5.085714285714285,3.6463414634146343,1.319672131147541,1.2419354838709677,Not configured,2.774193548387097,2.258064516129032,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,09-06,9.0625,5.985714285714286,4.5512195121951216,1.4688524590163934,1.3548387096774195,Not configured,2.435483870967742,2.1451612903225805,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,09-13,7.764705882352941,6.704,5.456097560975611,1.6180327868852458,1.467741935483871,Not configured,2.096774193548387,2.032258064516129,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,09-20,6.3235294117647065,7.18,6.360975609756098,1.7672131147540981,1.75,Not configured,1.9166666666666667,1.9166666666666667,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,09-27,5.55,7.656,7.265853658536586,1.9163934426229507,2.1,Not configured,1.8,1.8,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,10-04,5.666666666666667,8.132,8.170731707317074,2.0655737704918034,2.45,Not configured,1.6833333333333333,1.6833333333333333,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,10-11,5.783333333333333,7.812903225806451,8.743478260869566,2.2147540983606557,2.8,Not configured,1.5666666666666667,1.5666666666666667,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,10-18,5.164705882352941,7.361290322580645,9.26086956521739,2.3740259740259737,2.9516129032258065,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,10-25,4.423529411764706,6.909677419354839,9.778260869565218,2.5467532467532465,2.838709677419355,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,11-01,3.6823529411764704,6.458064516129032,9.446153846153846,2.7194805194805194,2.725806451612903,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,11-08,2.9411764705882355,5.822857142857143,8.476923076923077,2.8922077922077922,2.6129032258064515,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,11-15,2.2,4.942857142857143,7.76,3.064935064935065,2.5,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,11-22,2.0173913043478264,4.062857142857142,7.144,3.2376623376623375,2.3833333333333333,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,11-29,1.8347826086956522,3.182857142857143,6.528,3.4103896103896103,2.2666666666666666,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,12-06,1.6521739130434785,2.302857142857143,5.903846153846154,3.583116883116883,2.15,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,12-13,1.4695652173913043,1.7750000000000001,5.230769230769231,3.755844155844156,2.033333333333333,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,12-20,1.2869565217391306,1.7166666666666668,4.557692307692308,3.928571428571429,2,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Manistee,Weekly,12-27,1.1043478260869566,1.6583333333333334,3.8846153846153846,4.101298701298702,2,Not configured,1.5,1.5,1.5,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,01-15,1,1.2,4,4.3,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,03-10,1.1199999999999999,1.9322033898305084,6,6,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,03-15,1.1311111111111112,2,6.217391304347826,6.288461538461538,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,04-02,1.171111111111111,2.464516129032258,7,7.326923076923077,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,04-05,1.1777777777777778,2.541935483870968,6.781818181818182,7.5,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,04-15,1.2,2.8,6.054545454545455,7.357142857142857,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,04-24,1.5857142857142856,2.6524590163934425,5.4,7.228571428571429,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,05-10,2.2714285714285714,2.3901639344262295,4.780645161290323,7,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,05-20,2.7,2.226229508196721,4.393548387096774,6.456521739130435,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,05-25,2.8964285714285714,2.144262295081967,4.2,6.184782608695652,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,06-15,3.7214285714285715,1.8,4.611764705882353,5.043478260869565,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,06-17,3.8,1.9419354838709677,4.650980392156863,4.934782608695652,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,06-25,4.5,2.509677419354839,4.807843137254902,4.5,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,07-15,5.54,3.9290322580645167,5.2,3.7,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,07-20,5.8,4.283870967741936,5.0731343283582095,3.5,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,08-05,8,5.419354838709678,4.667164179104478,2.681395348837209,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,08-16,9.7,6.2,4.388059701492537,2.1186046511627907,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,08-27,9.4,7.08,4.1089552238805975,1.555813953488372,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,09-01,9.32857142857143,7.48,3.982089552238806,1.3,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,09-10,9.2,8.2,3.753731343283582,1.606818181818182,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,09-15,8.575,8.6,3.626865671641791,1.7772727272727273,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,09-20,7.949999999999999,8.25,3.5,1.9477272727272728,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,09-26,7.2,7.83,4.953846153846154,2.1522727272727273,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,10-05,4.831578947368421,7.2,7.134615384615385,2.459090909090909,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,10-15,2.2,6.496296296296296,9.557692307692308,2.8,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,10-16,2.1612903225806455,6.425925925925926,9.8,2.811111111111111,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,11-01,1.5419354838709678,5.3,8,2.988888888888889,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,11-15,1,3.62,6.366666666666667,3.144444444444445,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,11-20,1,3.02,5.783333333333333,3.2,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,11-25,1,2.42,5.2,3.334146341463415,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,12-01,1,1.7,5,3.495121951219512,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Dates,12-31,1,1.3666666666666667,4,4.3,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,01-04,1,1.3222222222222222,4,4.3,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,01-11,1,1.2444444444444445,4,4.3,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,01-18,1.0066666666666666,1.240677966101695,4.111111111111111,4.394444444444444,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,01-25,1.0222222222222221,1.335593220338983,4.37037037037037,4.614814814814815,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,02-01,1.0377777777777777,1.4305084745762713,4.62962962962963,4.8351851851851855,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,02-08,1.0533333333333332,1.5254237288135593,4.888888888888889,5.055555555555555,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,02-15,1.0688888888888888,1.6203389830508474,5.148148148148148,5.275925925925926,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,02-22,1.0844444444444443,1.7152542372881356,5.407407407407407,5.496296296296296,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,03-01,1.1,1.8101694915254236,5.666666666666667,5.716666666666667,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,03-08,1.1155555555555554,1.9050847457627118,5.925925925925926,5.937037037037037,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,03-15,1.1311111111111112,2,6.217391304347826,6.288461538461538,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,03-22,1.1466666666666665,2.1806451612903226,6.521739130434782,6.6923076923076925,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,03-29,1.1622222222222223,2.361290322580645,6.826086956521739,7.096153846153846,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,04-05,1.1777777777777778,2.541935483870968,6.781818181818182,7.5,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,04-12,1.1933333333333334,2.7225806451612904,6.272727272727273,7.4,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
Frankfort,Weekly,04-19,1.3714285714285714,2.7344262295081965,5.763636363636364,7.3,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured,Not configured
