city_id,species_id,month,season_evidence_state,roster_research_status,evidence_ids,limitations,researched_at,production_ready
manistee,brown_trout,10,unresolved,priority,,Spring; side-specific support,2026-09-09,false
manistee,brown_trout,11,unresolved,priority,,Spring; side-specific support,2026-09-09,false
manistee,brown_trout,12,unresolved,priority,,Spring; side-specific support,2026-09-09,false
manistee,chinook_salmon,1,unresolved,priority,,Feeding and staging,2026-09-09,false
manistee,chinook_salmon,2,unresolved,priority,,Feeding and staging,2026-09-09,false
manistee,chinook_salmon,3,unresolved,priority,,Feeding and staging,2026-09-09,false
manistee,chinook_salmon,4,unresolved,priority,,Feeding and staging,2026-09-09,false
manistee,chinook_salmon,5,inferred_review_window,priority,F5; F6 F26,Feeding and staging,2026-09-09,false
manistee,chinook_salmon,6,reported_occurrence,priority,F5,Feeding and staging,2026-09-09,false
manistee,chinook_salmon,7,unresolved,priority,,Feeding and staging,2026-09-09,false
manistee,chinook_salmon,8,inferred_review_window,priority,F5; F6 F26,Feeding and staging,2026-09-09,false
manistee,chinook_salmon,9,reported_occurrence,priority,F6 F26,Feeding and staging,2026-09-09,false
manistee,chinook_salmon,10,unresolved,priority,,Feeding and staging,2026-09-09,false
manistee,chinook_salmon,11,unresolved,priority,,Feeding and staging,2026-09-09,false
manistee,chinook_salmon,12,unresolved,priority,,Feeding and staging,2026-09-09,false
manistee,coho_salmon,1,unresolved,priority,,Spring and fall occurrences include November 2025; no annual endpoints established,2026-09-09,false
manistee,coho_salmon,2,unresolved,priority,,Spring and fall occurrences include November 2025; no annual endpoints established,2026-09-09,false
manistee,coho_salmon,3,reported_occurrence,priority,A12,Spring and fall occurrences include November 2025; no annual endpoints established,2026-09-09,false
manistee,coho_salmon,4,reported_occurrence,priority,F2 F36,Spring and fall occurrences include November 2025; no annual endpoints established,2026-09-09,false
manistee,coho_salmon,5,inferred_review_window,priority,A12; F2; F25; F26,Spring and fall occurrences include November 2025; no annual endpoints established,2026-09-09,false
manistee,coho_salmon,6,unresolved,priority,,Spring and fall occurrences include November 2025; no annual endpoints established,2026-09-09,false
manistee,coho_salmon,7,unresolved,priority,,Spring and fall occurrences include November 2025; no annual endpoints established,2026-09-09,false
manistee,coho_salmon,8,unresolved,priority,,Spring and fall occurrences include November 2025; no annual endpoints established,2026-09-09,false
manistee,coho_salmon,9,reported_occurrence,priority,F26,Spring and fall occurrences include November 2025; no annual endpoints established,2026-09-09,false
manistee,coho_salmon,10,reported_occurrence,priority,F25,Spring and fall occurrences include November 2025; no annual endpoints established,2026-09-09,false
manistee,coho_salmon,11,reported_occurrence,priority,F35,Spring and fall occurrences include November 2025; no annual endpoints established,2026-09-09,false
manistee,coho_salmon,12,unresolved,priority,,Spring and fall occurrences include November 2025; no annual endpoints established,2026-09-09,false
manistee,smallmouth_bass,1,unresolved,priority,,Warm-season extension inferred,2026-09-09,false
manistee,smallmouth_bass,2,unresolved,priority,,Warm-season extension inferred,2026-09-09,false
manistee,smallmouth_bass,3,unresolved,priority,,Warm-season extension inferred,2026-09-09,false
manistee,smallmouth_bass,4,unresolved,priority,,Warm-season extension inferred,2026-09-09,false
manistee,smallmouth_bass,5,inferred_review_window,priority,F28,Warm-season extension inferred,2026-09-09,false
manistee,smallmouth_bass,6,inferred_review_window,priority,F28,Warm-season extension inferred,2026-09-09,false
manistee,smallmouth_bass,7,reported_occurrence,priority,F28,Warm-season extension inferred,2026-09-09,false
manistee,smallmouth_bass,8,inferred_review_window,priority,F28,Warm-season extension inferred,2026-09-09,false
manistee,smallmouth_bass,9,inferred_review_window,priority,F28,Warm-season extension inferred,2026-09-09,false
manistee,smallmouth_bass,10,unresolved,priority,,Warm-season extension inferred,2026-09-09,false
manistee,smallmouth_bass,11,unresolved,priority,,Warm-season extension inferred,2026-09-09,false
manistee,smallmouth_bass,12,unresolved,priority,,Warm-season extension inferred,2026-09-09,false
manistee,freshwater_drum,1,unresolved,priority,,Harbor-side scope in F24,2026-09-09,false
manistee,freshwater_drum,2,unresolved,priority,,Harbor-side scope in F24,2026-09-09,false
manistee,freshwater_drum,3,unresolved,priority,,Harbor-side scope in F24,2026-09-09,false
manistee,freshwater_drum,4,unresolved,priority,,Harbor-side scope in F24,2026-09-09,false
manistee,freshwater_drum,5,inferred_review_window,priority,F24 F30; F28,Harbor-side scope in F24,2026-09-09,false
manistee,freshwater_drum,6,reported_occurrence,priority,F24 F30,Harbor-side scope in F24,2026-09-09,false
manistee,freshwater_drum,7,reported_occurrence,priority,F28,Harbor-side scope in F24,2026-09-09,false
manistee,freshwater_drum,8,inferred_review_window,priority,F24 F30; F28,Harbor-side scope in F24,2026-09-09,false
manistee,freshwater_drum,9,inferred_review_window,priority,F24 F30; F28,Harbor-side scope in F24,2026-09-09,false
manistee,freshwater_drum,10,unresolved,priority,,Harbor-side scope in F24,2026-09-09,false
manistee,freshwater_drum,11,unresolved,priority,,Harbor-side scope in F24,2026-09-09,false
manistee,freshwater_drum,12,unresolved,priority,,Harbor-side scope in F24,2026-09-09,false
manistee,walleye,1,unresolved,priority,,Spring first; no river-calendar transfer,2026-09-09,false
manistee,walleye,2,unresolved,priority,,Spring first; no river-calendar transfer,2026-09-09,false
manistee,walleye,3,unresolved,priority,,Spring first; no river-calendar transfer,2026-09-09,false
manistee,walleye,4,inferred_review_window,priority,F20,Spring first; no river-calendar transfer,2026-09-09,false
manistee,walleye,5,reported_occurrence,priority,F20,Spring first; no river-calendar transfer,2026-09-09,false
manistee,walleye,6,unresolved,priority,,Spring first; no river-calendar transfer,2026-09-09,false
manistee,walleye,7,unresolved,priority,,Spring first; no river-calendar transfer,2026-09-09,false
manistee,walleye,8,unresolved,priority,,Spring first; no river-calendar transfer,2026-09-09,false
manistee,walleye,9,unresolved,priority,,Spring first; no river-calendar transfer,2026-09-09,false
manistee,walleye,10,unresolved,priority,,Spring first; no river-calendar transfer,2026-09-09,false
manistee,walleye,11,unresolved,priority,,Spring first; no river-calendar transfer,2026-09-09,false
manistee,walleye,12,unresolved,priority,,Spring first; no river-calendar transfer,2026-09-09,false
manistee,yellow_perch,1,unresolved,priority,,Spring pier evidence,2026-09-09,false
manistee,yellow_perch,2,unresolved,priority,,Spring pier evidence,2026-09-09,false
manistee,yellow_perch,3,unresolved,priority,,Spring pier evidence,2026-09-09,false
manistee,yellow_perch,4,reported_occurrence,priority,F27 F39,Spring pier evidence,2026-09-09,false
manistee,yellow_perch,5,reported_occurrence,priority,F20,Spring pier evidence,2026-09-09,false
manistee,yellow_perch,6,unresolved,priority,,Spring pier evidence,2026-09-09,false
manistee,yellow_perch,7,unresolved,priority,,Spring pier evidence,2026-09-09,false
manistee,yellow_perch,8,unresolved,priority,,Spring pier evidence,2026-09-09,false
manistee,yellow_perch,9,unresolved,priority,,Spring pier evidence,2026-09-09,false
manistee,yellow_perch,10,unresolved,priority,,Spring pier evidence,2026-09-09,false
manistee,yellow_perch,11,unresolved,priority,,Spring pier evidence,2026-09-09,false
manistee,yellow_perch,12,unresolved,priority,,Spring pier evidence,2026-09-09,false
manistee,lake_trout,1,unresolved,conditional_candidate,,Limited spring catches; not offshore strength,2026-09-09,false
manistee,lake_trout,2,unresolved,conditional_candidate,,Limited spring catches; not offshore strength,2026-09-09,false
manistee,lake_trout,3,inferred_review_window,conditional_candidate,F2 F29,Limited spring catches; not offshore strength,2026-09-09,false
manistee,lake_trout,4,reported_occurrence,conditional_candidate,F2 F29 F39,Limited spring catches; not offshore strength,2026-09-09,false
manistee,lake_trout,5,inferred_review_window,conditional_candidate,F2 F29,Limited spring catches; not offshore strength,2026-09-09,false
manistee,lake_trout,6,unresolved,conditional_candidate,,Limited spring catches; not offshore strength,2026-09-09,false
manistee,lake_trout,7,unresolved,conditional_candidate,,Limited spring catches; not offshore strength,2026-09-09,false
manistee,lake_trout,8,unresolved,conditional_candidate,,Limited spring catches; not offshore strength,2026-09-09,false
manistee,lake_trout,9,unresolved,conditional_candidate,,Limited spring catches; not offshore strength,2026-09-09,false
manistee,lake_trout,10,unresolved,conditional_candidate,,Limited spring catches; not offshore strength,2026-09-09,false
manistee,lake_trout,11,unresolved,conditional_candidate,,Limited spring catches; not offshore strength,2026-09-09,false
manistee,lake_trout,12,unresolved,conditional_candidate,,Limited spring catches; not offshore strength,2026-09-09,false
manistee,lake_whitefish,1,unresolved,conditional_candidate,,November unspecified whitefish requires species resolution,2026-09-09,false
manistee,lake_whitefish,2,unresolved,conditional_candidate,,November unspecified whitefish requires species resolution,2026-09-09,false
manistee,lake_whitefish,3,unresolved,conditional_candidate,,November unspecified whitefish requires species resolution,2026-09-09,false
manistee,lake_whitefish,4,reported_occurrence,conditional_candidate,F27,November unspecified whitefish requires species resolution,2026-09-09,false
manistee,lake_whitefish,5,unresolved,conditional_candidate,,November unspecified whitefish requires species resolution,2026-09-09,false
manistee,lake_whitefish,6,unresolved,conditional_candidate,,November unspecified whitefish requires species resolution,2026-09-09,false
manistee,lake_whitefish,7,unresolved,conditional_candidate,,November unspecified whitefish requires species resolution,2026-09-09,false
manistee,lake_whitefish,8,unresolved,conditional_candidate,,November unspecified whitefish requires species resolution,2026-09-09,false
manistee,lake_whitefish,9,unresolved,conditional_candidate,,November unspecified whitefish requires species resolution,2026-09-09,false
manistee,lake_whitefish,10,unresolved,conditional_candidate,,November unspecified whitefish requires species resolution,2026-09-09,false
manistee,lake_whitefish,11,inferred_review_window,conditional_candidate,F27,November unspecified whitefish requires species resolution,2026-09-09,false
manistee,lake_whitefish,12,unresolved,conditional_candidate,,November unspecified whitefish requires species resolution,2026-09-09,false
frankfort,steelhead,1,unresolved,priority,,December extension unverified locally,2026-09-09,false
frankfort,steelhead,2,unresolved,priority,,December extension unverified locally,2026-09-09,false
frankfort,steelhead,3,inferred_review_window,priority,F1; F19; F25 F31; F7,December extension unverified locally,2026-09-09,false
frankfort,steelhead,4,reported_occurrence,priority,F1,December extension unverified locally,2026-09-09,false
frankfort,steelhead,5,inferred_review_window,priority,F1; F19; F25 F31; F7,December extension unverified locally,2026-09-09,false
frankfort,steelhead,6,unresolved,priority,,December extension unverified locally,2026-09-09,false
frankfort,steelhead,7,unresolved,priority,,December extension unverified locally,2026-09-09,false
frankfort,steelhead,8,unresolved,priority,,December extension unverified locally,2026-09-09,false
frankfort,steelhead,9,reported_occurrence,priority,F7,December extension unverified locally,2026-09-09,false
frankfort,steelhead,10,reported_occurrence,priority,F25 F31,December extension unverified locally,2026-09-09,false
frankfort,steelhead,11,reported_occurrence,priority,F19,December extension unverified locally,2026-09-09,false
frankfort,steelhead,12,inferred_review_window,priority,F1; F19; F25 F31; F7,December extension unverified locally,2026-09-09,false
frankfort,brown_trout,1,unresolved,priority,,June north-pier record,2026-09-09,false
frankfort,brown_trout,2,unresolved,priority,,June north-pier record,2026-09-09,false
frankfort,brown_trout,3,inferred_review_window,priority,F1; F30,June north-pier record,2026-09-09,false
frankfort,brown_trout,4,reported_occurrence,priority,F1,June north-pier record,2026-09-09,false
frankfort,brown_trout,5,inferred_review_window,priority,F1; F30,June north-pier record,2026-09-09,false
frankfort,brown_trout,6,reported_occurrence,priority,F30,June north-pier record,2026-09-09,false
frankfort,brown_trout,7,unresolved,priority,,June north-pier record,2026-09-09,false
frankfort,brown_trout,8,unresolved,priority,,June north-pier record,2026-09-09,false
frankfort,brown_trout,9,unresolved,priority,,June north-pier record,2026-09-09,false
frankfort,brown_trout,10,unresolved,priority,,June north-pier record,2026-09-09,false
frankfort,brown_trout,11,unresolved,priority,,June north-pier record,2026-09-09,false
frankfort,brown_trout,12,unresolved,priority,,June north-pier record,2026-09-09,false
frankfort,chinook_salmon,1,unresolved,priority,,Feeding and staging,2026-09-09,false
frankfort,chinook_salmon,2,unresolved,priority,,Feeding and staging,2026-09-09,false
frankfort,chinook_salmon,3,unresolved,priority,,Feeding and staging,2026-09-09,false
frankfort,chinook_salmon,4,unresolved,priority,,Feeding and staging,2026-09-09,false
frankfort,chinook_salmon,5,inferred_review_window,priority,F18; F30; F7,Feeding and staging,2026-09-09,false
frankfort,chinook_salmon,6,reported_occurrence,priority,F30,Feeding and staging,2026-09-09,false
frankfort,chinook_salmon,7,unresolved,priority,,Feeding and staging,2026-09-09,false
frankfort,chinook_salmon,8,reported_occurrence,priority,F18,Feeding and staging,2026-09-09,false
frankfort,chinook_salmon,9,reported_occurrence,priority,F7,Feeding and staging,2026-09-09,false
frankfort,chinook_salmon,10,unresolved,priority,,Feeding and staging,2026-09-09,false
frankfort,chinook_salmon,11,unresolved,priority,,Feeding and staging,2026-09-09,false
frankfort,chinook_salmon,12,unresolved,priority,,Feeding and staging,2026-09-09,false
frankfort,coho_salmon,1,unresolved,priority_historical,,No Platte Bay transfer,2026-09-09,false
frankfort,coho_salmon,2,unresolved,priority_historical,,No Platte Bay transfer,2026-09-09,false
frankfort,coho_salmon,3,unresolved,priority_historical,,No Platte Bay transfer,2026-09-09,false
frankfort,coho_salmon,4,unresolved,priority_historical,,No Platte Bay transfer,2026-09-09,false
frankfort,coho_salmon,5,unresolved,priority_historical,,No Platte Bay transfer,2026-09-09,false
frankfort,coho_salmon,6,unresolved,priority_historical,,No Platte Bay transfer,2026-09-09,false
frankfort,coho_salmon,7,unresolved,priority_historical,,No Platte Bay transfer,2026-09-09,false
frankfort,coho_salmon,8,unresolved,priority_historical,,No Platte Bay transfer,2026-09-09,false
frankfort,coho_salmon,9,reported_occurrence,priority_historical,F7,No Platte Bay transfer,2026-09-09,false
frankfort,coho_salmon,10,reported_occurrence,priority_historical,F25,No Platte Bay transfer,2026-09-09,false
frankfort,coho_salmon,11,reported_occurrence,priority_historical,F3,No Platte Bay transfer,2026-09-09,false
frankfort,coho_salmon,12,unresolved,priority_historical,,No Platte Bay transfer,2026-09-09,false
frankfort,smallmouth_bass,1,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,smallmouth_bass,2,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,smallmouth_bass,3,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,smallmouth_bass,4,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,smallmouth_bass,5,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,smallmouth_bass,6,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,smallmouth_bass,7,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,smallmouth_bass,8,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,smallmouth_bass,9,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,smallmouth_bass,10,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,smallmouth_bass,11,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,smallmouth_bass,12,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,freshwater_drum,1,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,freshwater_drum,2,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,freshwater_drum,3,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,freshwater_drum,4,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,freshwater_drum,5,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,freshwater_drum,6,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,freshwater_drum,7,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,freshwater_drum,8,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,freshwater_drum,9,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,freshwater_drum,10,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,freshwater_drum,11,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,freshwater_drum,12,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,walleye,1,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,walleye,2,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,walleye,3,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,walleye,4,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,walleye,5,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,walleye,6,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,walleye,7,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,walleye,8,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,walleye,9,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,walleye,10,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,walleye,11,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,walleye,12,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,yellow_perch,1,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,yellow_perch,2,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,yellow_perch,3,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,yellow_perch,4,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,yellow_perch,5,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,yellow_perch,6,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,yellow_perch,7,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,yellow_perch,8,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,yellow_perch,9,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,yellow_perch,10,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,yellow_perch,11,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,yellow_perch,12,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_trout,1,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_trout,2,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_trout,3,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_trout,4,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_trout,5,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_trout,6,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_trout,7,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_trout,8,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_trout,9,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_trout,10,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_trout,11,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_trout,12,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_whitefish,1,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_whitefish,2,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_whitefish,3,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_whitefish,4,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_whitefish,5,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_whitefish,6,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_whitefish,7,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_whitefish,8,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_whitefish,9,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_whitefish,10,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_whitefish,11,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
frankfort,lake_whitefish,12,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
sheboygan,steelhead,1,unresolved,local_listing,,S1 S7; conditional summer research not uniform annual suitability,2026-09-09,false
sheboygan,steelhead,2,unresolved,local_listing,,S1 S7; conditional summer research not uniform annual suitability,2026-09-09,false
sheboygan,steelhead,3,inferred_review_window,local_listing,S1 S6 S7,S1 S7; conditional summer research not uniform annual suitability,2026-09-09,false
sheboygan,steelhead,4,inferred_review_window,local_listing,S1 S6 S7,S1 S7; conditional summer research not uniform annual suitability,2026-09-09,false
sheboygan,steelhead,5,inferred_review_window,local_listing,S1 S6 S7,S1 S7; conditional summer research not uniform annual suitability,2026-09-09,false
sheboygan,steelhead,6,inferred_review_window,local_listing,S1 S6 S7,S1 S7; conditional summer research not uniform annual suitability,2026-09-09,false
sheboygan,steelhead,7,inferred_review_window,local_listing,S1 S6 S7,S1 S7; conditional summer research not uniform annual suitability,2026-09-09,false
sheboygan,steelhead,8,inferred_review_window,local_listing,S1 S6 S7,S1 S7; conditional summer research not uniform annual suitability,2026-09-09,false
sheboygan,steelhead,9,inferred_review_window,local_listing,S1 S6 S7,S1 S7; conditional summer research not uniform annual suitability,2026-09-09,false
sheboygan,steelhead,10,inferred_review_window,local_listing,S1 S6 S7,S1 S7; conditional summer research not uniform annual suitability,2026-09-09,false
sheboygan,steelhead,11,inferred_review_window,local_listing,S1 S6 S7,S1 S7; conditional summer research not uniform annual suitability,2026-09-09,false
sheboygan,steelhead,12,unresolved,local_listing,,S1 S7; conditional summer research not uniform annual suitability,2026-09-09,false
sheboygan,brown_trout,1,unresolved,local_listing,,S1 local listing; S6 regional spring evidence; autumn hypothesis,2026-09-09,false
sheboygan,brown_trout,2,unresolved,local_listing,,S1 local listing; S6 regional spring evidence; autumn hypothesis,2026-09-09,false
sheboygan,brown_trout,3,inferred_review_window,local_listing,S1 S6 S7,S1 local listing; S6 regional spring evidence; autumn hypothesis,2026-09-09,false
sheboygan,brown_trout,4,inferred_review_window,local_listing,S1 S6 S7,S1 local listing; S6 regional spring evidence; autumn hypothesis,2026-09-09,false
sheboygan,brown_trout,5,inferred_review_window,local_listing,S1 S6 S7,S1 local listing; S6 regional spring evidence; autumn hypothesis,2026-09-09,false
sheboygan,brown_trout,6,unresolved,local_listing,,S1 local listing; S6 regional spring evidence; autumn hypothesis,2026-09-09,false
sheboygan,brown_trout,7,unresolved,local_listing,,S1 local listing; S6 regional spring evidence; autumn hypothesis,2026-09-09,false
sheboygan,brown_trout,8,unresolved,local_listing,,S1 local listing; S6 regional spring evidence; autumn hypothesis,2026-09-09,false
sheboygan,brown_trout,9,unresolved,local_listing,,S1 local listing; S6 regional spring evidence; autumn hypothesis,2026-09-09,false
sheboygan,brown_trout,10,inferred_review_window,local_listing,S1 S6 S7,S1 local listing; S6 regional spring evidence; autumn hypothesis,2026-09-09,false
sheboygan,brown_trout,11,inferred_review_window,local_listing,S1 S6 S7,S1 local listing; S6 regional spring evidence; autumn hypothesis,2026-09-09,false
sheboygan,brown_trout,12,unresolved,local_listing,,S1 local listing; S6 regional spring evidence; autumn hypothesis,2026-09-09,false
sheboygan,chinook_salmon,1,unresolved,priority,,Late August direct local; fall window inferred,2026-09-09,false
sheboygan,chinook_salmon,2,unresolved,priority,,Late August direct local; fall window inferred,2026-09-09,false
sheboygan,chinook_salmon,3,unresolved,priority,,Late August direct local; fall window inferred,2026-09-09,false
sheboygan,chinook_salmon,4,unresolved,priority,,Late August direct local; fall window inferred,2026-09-09,false
sheboygan,chinook_salmon,5,unresolved,priority,,Late August direct local; fall window inferred,2026-09-09,false
sheboygan,chinook_salmon,6,unresolved,priority,,Late August direct local; fall window inferred,2026-09-09,false
sheboygan,chinook_salmon,7,unresolved,priority,,Late August direct local; fall window inferred,2026-09-09,false
sheboygan,chinook_salmon,8,reported_occurrence,priority,S5,Late August direct local; fall window inferred,2026-09-09,false
sheboygan,chinook_salmon,9,inferred_review_window,priority,S5,Late August direct local; fall window inferred,2026-09-09,false
sheboygan,chinook_salmon,10,inferred_review_window,priority,S5,Late August direct local; fall window inferred,2026-09-09,false
sheboygan,chinook_salmon,11,unresolved,priority,,Late August direct local; fall window inferred,2026-09-09,false
sheboygan,chinook_salmon,12,unresolved,priority,,Late August direct local; fall window inferred,2026-09-09,false
sheboygan,coho_salmon,1,unresolved,regional_candidate,,S1 generic salmon and S6 regional coho; local species confirmation pending,2026-09-09,false
sheboygan,coho_salmon,2,unresolved,regional_candidate,,S1 generic salmon and S6 regional coho; local species confirmation pending,2026-09-09,false
sheboygan,coho_salmon,3,inferred_review_window,regional_candidate,S1 S6 S7,S1 generic salmon and S6 regional coho; local species confirmation pending,2026-09-09,false
sheboygan,coho_salmon,4,inferred_review_window,regional_candidate,S1 S6 S7,S1 generic salmon and S6 regional coho; local species confirmation pending,2026-09-09,false
sheboygan,coho_salmon,5,inferred_review_window,regional_candidate,S1 S6 S7,S1 generic salmon and S6 regional coho; local species confirmation pending,2026-09-09,false
sheboygan,coho_salmon,6,inferred_review_window,regional_candidate,S1 S6 S7,S1 generic salmon and S6 regional coho; local species confirmation pending,2026-09-09,false
sheboygan,coho_salmon,7,unresolved,regional_candidate,,S1 generic salmon and S6 regional coho; local species confirmation pending,2026-09-09,false
sheboygan,coho_salmon,8,unresolved,regional_candidate,,S1 generic salmon and S6 regional coho; local species confirmation pending,2026-09-09,false
sheboygan,coho_salmon,9,inferred_review_window,regional_candidate,S1 S6 S7,S1 generic salmon and S6 regional coho; local species confirmation pending,2026-09-09,false
sheboygan,coho_salmon,10,inferred_review_window,regional_candidate,S1 S6 S7,S1 generic salmon and S6 regional coho; local species confirmation pending,2026-09-09,false
sheboygan,coho_salmon,11,unresolved,regional_candidate,,S1 generic salmon and S6 regional coho; local species confirmation pending,2026-09-09,false
sheboygan,coho_salmon,12,unresolved,regional_candidate,,S1 generic salmon and S6 regional coho; local species confirmation pending,2026-09-09,false
sheboygan,smallmouth_bass,1,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
sheboygan,smallmouth_bass,2,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
sheboygan,smallmouth_bass,3,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
sheboygan,smallmouth_bass,4,unresolved,unresolved,,Specific covered-pier fishery/season not established in initial research,2026-09-09,false
