species_id,month,shared_biological_context,month_evidence_state,evidence_basis,local_occurrence_status,input_limitation,profile_disposition,evidence_ids,researched_at,production_ready
largemouth_bass,january,WD,proposed_regional_transfer,lake_michigan_harbor_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T030,2026-09-09,false
largemouth_bass,february,WD,proposed_regional_transfer,lake_michigan_harbor_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T030,2026-09-09,false
largemouth_bass,march,WD/TR,proposed_regional_transfer,lake_michigan_harbor_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T030,2026-09-09,false
largemouth_bass,april,SN,proposed_regional_transfer,lake_michigan_harbor_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T030,2026-09-09,false
largemouth_bass,may,SP,proposed_regional_transfer,lake_michigan_harbor_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T030,2026-09-09,false
largemouth_bass,june,SP/PR,proposed_regional_transfer,lake_michigan_harbor_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T030,2026-09-09,false
largemouth_bass,july,LF,proposed_regional_transfer,lake_michigan_harbor_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T030,2026-09-09,false
largemouth_bass,august,LF,proposed_regional_transfer,lake_michigan_harbor_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T030,2026-09-09,false
largemouth_bass,september,LF/TR,proposed_regional_transfer,lake_michigan_harbor_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T030,2026-09-09,false
largemouth_bass,october,TR/WD,proposed_regional_transfer,lake_michigan_harbor_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T030,2026-09-09,false
largemouth_bass,november,WD,proposed_regional_transfer,lake_michigan_harbor_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T030,2026-09-09,false
largemouth_bass,december,WD,proposed_regional_transfer,lake_michigan_harbor_plus_michigan_agency,separate_city_matrix,unvalidated_pier_reachable_water,proposed_context_not_scoring_curve,T022;T030,2026-09-09,false
