cityId,cityName,stateCode,speciesId,speciesName,pairKey,disposition,peakF,catalogInheritance,limitation
michigan_city_in,Michigan City,IN,steelhead,Steelhead,michigan_city_in/steelhead,numeric_retained,8.5,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
michigan_city_in,Michigan City,IN,brown_trout,Brown trout,michigan_city_in/brown_trout,numeric_retained,6,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
michigan_city_in,Michigan City,IN,lake_trout,Lake trout,michigan_city_in/lake_trout,unscored_no_numeric,,conditional,"Research hold. Local occurrence is plausible or documented, but covered-structure recurrence does not support a numeric estimate."
michigan_city_in,Michigan City,IN,freshwater_drum,Freshwater drum,michigan_city_in/freshwater_drum,unscored_no_numeric,,conditional,"Research hold. Local occurrence is plausible or documented, but covered-structure recurrence does not support a numeric estimate."
muskegon_mi,Muskegon,MI,chinook_salmon,Chinook salmon,muskegon_mi/chinook_salmon,numeric_retained,6.5,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
muskegon_mi,Muskegon,MI,coho_salmon,Coho salmon,muskegon_mi/coho_salmon,numeric_retained,6.4,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
muskegon_mi,Muskegon,MI,atlantic_salmon,Atlantic salmon,muskegon_mi/atlantic_salmon,unscored_no_numeric,,unresolved,No credible covered-structure lead was admitted in the reviewed evidence set; this does not assert biological absence.
muskegon_mi,Muskegon,MI,steelhead,Steelhead,muskegon_mi/steelhead,numeric_retained,8,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
muskegon_mi,Muskegon,MI,brown_trout,Brown trout,muskegon_mi/brown_trout,numeric_retained,7,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
muskegon_mi,Muskegon,MI,lake_trout,Lake trout,muskegon_mi/lake_trout,unscored_no_numeric,,conditional,"Research hold. Local occurrence is plausible or documented, but covered-structure recurrence does not support a numeric estimate."
muskegon_mi,Muskegon,MI,freshwater_drum,Freshwater drum,muskegon_mi/freshwater_drum,numeric_retained,6.2,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
whitehall_mi,Whitehall,MI,chinook_salmon,Chinook salmon,whitehall_mi/chinook_salmon,numeric_retained,9.3,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
whitehall_mi,Whitehall,MI,coho_salmon,Coho salmon,whitehall_mi/coho_salmon,numeric_retained,7.4,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
whitehall_mi,Whitehall,MI,atlantic_salmon,Atlantic salmon,whitehall_mi/atlantic_salmon,unscored_no_numeric,,conditional,"Research hold. Local occurrence is plausible or documented, but covered-structure recurrence does not support a numeric estimate."
whitehall_mi,Whitehall,MI,steelhead,Steelhead,whitehall_mi/steelhead,numeric_retained,8.7,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
whitehall_mi,Whitehall,MI,brown_trout,Brown trout,whitehall_mi/brown_trout,numeric_retained,7.7,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
whitehall_mi,Whitehall,MI,lake_trout,Lake trout,whitehall_mi/lake_trout,unscored_no_numeric,,conditional,"Research hold. Local occurrence is plausible or documented, but covered-structure recurrence does not support a numeric estimate."
whitehall_mi,Whitehall,MI,freshwater_drum,Freshwater drum,whitehall_mi/freshwater_drum,numeric_retained,5.6,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
alpena_mi,Alpena,MI,chinook_salmon,Chinook salmon,alpena_mi/chinook_salmon,numeric_retained,5.4,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
alpena_mi,Alpena,MI,coho_salmon,Coho salmon,alpena_mi/coho_salmon,numeric_retained,6.5,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
alpena_mi,Alpena,MI,atlantic_salmon,Atlantic salmon,alpena_mi/atlantic_salmon,numeric_retained,7.2,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
alpena_mi,Alpena,MI,steelhead,Steelhead,alpena_mi/steelhead,numeric_retained,5.8,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
alpena_mi,Alpena,MI,brown_trout,Brown trout,alpena_mi/brown_trout,numeric_retained,5.4,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
alpena_mi,Alpena,MI,lake_trout,Lake trout,alpena_mi/lake_trout,numeric_retained,5,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
alpena_mi,Alpena,MI,freshwater_drum,Freshwater drum,alpena_mi/freshwater_drum,numeric_retained,4.2,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
st_joseph_mi,St. Joseph,MI,chinook_salmon,Chinook salmon,st_joseph_mi/chinook_salmon,numeric_retained,6.8,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
st_joseph_mi,St. Joseph,MI,coho_salmon,Coho salmon,st_joseph_mi/coho_salmon,numeric_retained,8.6,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
st_joseph_mi,St. Joseph,MI,atlantic_salmon,Atlantic salmon,st_joseph_mi/atlantic_salmon,unscored_no_numeric,,unresolved,"Grade D exclusion: Pass 2 reopened this cell and found no new covered-structure evidence sufficient to change the Pass 1 exclusion. The reviewed record did not establish recurring intentional opportunity at the covered structure. This is an evidence disposition, not biological absence."
st_joseph_mi,St. Joseph,MI,steelhead,Steelhead,st_joseph_mi/steelhead,numeric_retained,7.8,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
st_joseph_mi,St. Joseph,MI,brown_trout,Brown trout,st_joseph_mi/brown_trout,numeric_retained,6.5,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
st_joseph_mi,St. Joseph,MI,lake_trout,Lake trout,st_joseph_mi/lake_trout,numeric_retained,4.1,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
st_joseph_mi,St. Joseph,MI,freshwater_drum,Freshwater drum,st_joseph_mi/freshwater_drum,unscored_no_numeric,,conditional,"Grade C research hold: The port roadmap creates a seasonal lead, but no resolved St. Joseph Pier/Dock series or exact-pier magnitude supports admission. No placeholder score is permitted."
south_haven_mi,South Haven,MI,chinook_salmon,Chinook salmon,south_haven_mi/chinook_salmon,numeric_retained,7,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
south_haven_mi,South Haven,MI,coho_salmon,Coho salmon,south_haven_mi/coho_salmon,numeric_retained,7.8,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
south_haven_mi,South Haven,MI,atlantic_salmon,Atlantic salmon,south_haven_mi/atlantic_salmon,unscored_no_numeric,,unresolved,"Grade D exclusion: Pass 2 reopened this cell and found no new covered-structure evidence sufficient to change the Pass 1 exclusion. The reviewed record did not establish recurring intentional opportunity at the covered structure. This is an evidence disposition, not biological absence."
south_haven_mi,South Haven,MI,steelhead,Steelhead,south_haven_mi/steelhead,numeric_retained,8.8,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
south_haven_mi,South Haven,MI,brown_trout,Brown trout,south_haven_mi/brown_trout,numeric_retained,6.5,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
south_haven_mi,South Haven,MI,lake_trout,Lake trout,south_haven_mi/lake_trout,numeric_retained,3.8,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
south_haven_mi,South Haven,MI,freshwater_drum,Freshwater drum,south_haven_mi/freshwater_drum,numeric_retained,6.5,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
holland_mi,Holland,MI,chinook_salmon,Chinook salmon,holland_mi/chinook_salmon,numeric_retained,7.8,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
holland_mi,Holland,MI,coho_salmon,Coho salmon,holland_mi/coho_salmon,numeric_retained,7,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
holland_mi,Holland,MI,atlantic_salmon,Atlantic salmon,holland_mi/atlantic_salmon,unscored_no_numeric,,unresolved,"Grade D exclusion: Pass 2 reopened this cell and found no new covered-structure evidence sufficient to change the Pass 1 exclusion. The reviewed record did not establish recurring intentional opportunity at the covered structure. This is an evidence disposition, not biological absence."
holland_mi,Holland,MI,steelhead,Steelhead,holland_mi/steelhead,numeric_retained,7.3,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
holland_mi,Holland,MI,brown_trout,Brown trout,holland_mi/brown_trout,numeric_retained,7.2,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
holland_mi,Holland,MI,lake_trout,Lake trout,holland_mi/lake_trout,numeric_retained,3.8,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
holland_mi,Holland,MI,freshwater_drum,Freshwater drum,holland_mi/freshwater_drum,numeric_retained,5.8,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
lexington_mi,Lexington,MI,chinook_salmon,Chinook salmon,lexington_mi/chinook_salmon,numeric_retained,5.6,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
lexington_mi,Lexington,MI,coho_salmon,Coho salmon,lexington_mi/coho_salmon,numeric_retained,6.8,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
lexington_mi,Lexington,MI,atlantic_salmon,Atlantic salmon,lexington_mi/atlantic_salmon,numeric_retained,8,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
lexington_mi,Lexington,MI,steelhead,Steelhead,lexington_mi/steelhead,numeric_retained,8.8,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
lexington_mi,Lexington,MI,brown_trout,Brown trout,lexington_mi/brown_trout,numeric_retained,5,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
lexington_mi,Lexington,MI,lake_trout,Lake trout,lexington_mi/lake_trout,numeric_retained,4.8,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
lexington_mi,Lexington,MI,freshwater_drum,Freshwater drum,lexington_mi/freshwater_drum,numeric_retained,4.8,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
harrisville_mi,Harrisville,MI,chinook_salmon,Chinook salmon,harrisville_mi/chinook_salmon,numeric_retained,6.6,candidate,Pass 2 Grade A city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
harrisville_mi,Harrisville,MI,coho_salmon,Coho salmon,harrisville_mi/coho_salmon,numeric_retained,6.2,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
harrisville_mi,Harrisville,MI,atlantic_salmon,Atlantic salmon,harrisville_mi/atlantic_salmon,numeric_retained,5.8,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
harrisville_mi,Harrisville,MI,steelhead,Steelhead,harrisville_mi/steelhead,numeric_retained,5.7,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
harrisville_mi,Harrisville,MI,brown_trout,Brown trout,harrisville_mi/brown_trout,numeric_retained,5,candidate,Pass 2 Grade B city-pier estimate. Available only in owner Formula v3 review; it is not catch probability or a public rating.
harrisville_mi,Harrisville,MI,lake_trout,Lake trout,harrisville_mi/lake_trout,unscored_no_numeric,,conditional,"Grade C research hold: The current advisory calls the broader summer/boat fishery very good, but neither the roadmap nor advisory allocates recurring lake-trout catch to the covered docks or harbor edge. No placeholder score is permitted."
harrisville_mi,Harrisville,MI,freshwater_drum,Freshwater drum,harrisville_mi/freshwater_drum,unscored_no_numeric,,unresolved,"Grade D exclusion: Pass 2 reopened this cell and found no new covered-structure evidence sufficient to change the Pass 1 exclusion. The reviewed record did not establish recurring intentional opportunity at the covered structure. This is an evidence disposition, not biological absence."
pentwater_mi,Pentwater,MI,chinook_salmon,Chinook salmon,pentwater_mi/chinook_salmon,numeric_retained,7.5,candidate,"Pass 2 Grade A private city-pier estimate: Ten positive Pier/Dock catch years, including modern positives, establish recurring spring and staging opportunity. The measured record places Pentwater above Michigan City/Kenosha but below Grand Haven."
pentwater_mi,Pentwater,MI,coho_salmon,Coho salmon,pentwater_mi/coho_salmon,numeric_retained,7.2,candidate,Pass 2 Grade A private city-pier estimate: Nine positive catch years and five modern positive strata establish recurring spring and fall opportunity. Magnitude supports the Manitowoc-to-Whitehall range rather than the elite southern spring cohort.
pentwater_mi,Pentwater,MI,atlantic_salmon,Atlantic salmon,pentwater_mi/atlantic_salmon,unscored_no_numeric,,unresolved,"Grade D exclusion: The cell was reopened against exact-port, connected-water, stocking, weekly-report, management, historical, and seasonal evidence. No new covered-structure basis changed the Pass 1 exclusion. No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review."
pentwater_mi,Pentwater,MI,steelhead,Steelhead,pentwater_mi/steelhead,numeric_retained,8.3,candidate,"Pass 2 Grade A private city-pier estimate: Fourteen positive catch years across spring, summer, and fall establish a strong multi-window fishery between Ludington and Michigan City."
pentwater_mi,Pentwater,MI,brown_trout,Brown trout,pentwater_mi/brown_trout,numeric_retained,7.3,candidate,Pass 2 Grade A private city-pier estimate: Twelve positive catch years with modern recurrence establish a strong cold-season and harbor fishery at the Racine/Kewaunee tier.
pentwater_mi,Pentwater,MI,lake_trout,Lake trout,pentwater_mi/lake_trout,unscored_no_numeric,,conditional,Grade C research hold: Only one positive catch year was resolved; stocking and one measured occurrence do not establish recurrence. No placeholder score is permitted.
pentwater_mi,Pentwater,MI,freshwater_drum,Freshwater drum,pentwater_mi/freshwater_drum,numeric_retained,5.4,candidate,Pass 2 Grade B private city-pier estimate: Four positive years plus exact-channel reports establish recurring warm-season targeting. Episodic magnitude supports a middle placement below Chicago/Whitehall.
rogers_city_mi,Rogers City,MI,chinook_salmon,Chinook salmon,rogers_city_mi/chinook_salmon,numeric_retained,6,candidate,"Pass 2 Grade B private city-pier estimate: Four exact-port catch years plus current agency harbor guidance establish a real fall fishery above Lexington but below Harrisville. Historical sampling limits confidence, not F."
rogers_city_mi,Rogers City,MI,coho_salmon,Coho salmon,rogers_city_mi/coho_salmon,unscored_no_numeric,,conditional,Grade C research hold: Current records remain primarily boat/offshore and no positive Pier/Dock catch row resolves the covered-structure fishery. No placeholder score is permitted.
rogers_city_mi,Rogers City,MI,atlantic_salmon,Atlantic salmon,rogers_city_mi/atlantic_salmon,numeric_retained,6.8,candidate,"Pass 2 Grade B private city-pier estimate: DNR directs anglers to cast from the breakwall, a 2008 Pier/Dock positive establishes exact-mode catch, and 2026 advisory evidence confirms current recurrence. The result sits above Port Sanilac and below Alpena."
rogers_city_mi,Rogers City,MI,steelhead,Steelhead,rogers_city_mi/steelhead,numeric_retained,6,candidate,"Pass 2 Grade B private city-pier estimate: Four exact-port catch years, current agency targeting guidance, and exact/neighboring stocking pathways establish a recurring fishery above Harrisville and below Chicago."
rogers_city_mi,Rogers City,MI,brown_trout,Brown trout,rogers_city_mi/brown_trout,numeric_retained,5.8,candidate,Pass 2 Grade A private city-pier estimate: Seven positive catch years with strong measured magnitude establish recurring spring and fall harbor opportunity above Alpena but below Michigan City.
rogers_city_mi,Rogers City,MI,lake_trout,Lake trout,rogers_city_mi/lake_trout,numeric_retained,5.1,candidate,Pass 2 Grade B private city-pier estimate: Four positive spring catch years plus current local guidance establish modest recurring nearshore opportunity between Alpena and Harbor Beach.
rogers_city_mi,Rogers City,MI,freshwater_drum,Freshwater drum,rogers_city_mi/freshwater_drum,unscored_no_numeric,,unresolved,"Grade D exclusion: The cell was reopened against exact-port, connected-water, stocking, weekly-report, management, historical, and seasonal evidence. No new covered-structure basis changed the Pass 1 exclusion. No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review."
tawas_city_mi,Tawas City,MI,chinook_salmon,Chinook salmon,tawas_city_mi/chinook_salmon,unscored_no_numeric,,conditional,Grade C research hold: Historical stocking and mixed current occurrence do not resolve present recurring covered-structure targeting. No placeholder score is permitted.
tawas_city_mi,Tawas City,MI,coho_salmon,Coho salmon,tawas_city_mi/coho_salmon,numeric_retained,5.8,candidate,"Pass 2 Grade B private city-pier estimate: Current DNR exact-city/bay guidance supports intentional local shore opportunity. With no resolved dashboard allocation, the peak matches Harbor Beach and remains below Harrisville."
tawas_city_mi,Tawas City,MI,atlantic_salmon,Atlantic salmon,tawas_city_mi/atlantic_salmon,unscored_no_numeric,,conditional,"Grade C research hold: The current agency location inventory and regional program establish local occurrence, but the reviewed records remain mode-mixed or offshore and do not establish recurring covered-structure targeting. No placeholder score is permitted."
tawas_city_mi,Tawas City,MI,steelhead,Steelhead,tawas_city_mi/steelhead,numeric_retained,5.8,candidate,"Pass 2 Grade B private city-pier estimate: DNR exact-city guidance establishes the local fishery, but reviewed weekly records are predominantly boat/offshore or incidental. The corrected peak matches the lower established Huron harbor tier rather than exceeding measured Rogers City evidence."
tawas_city_mi,Tawas City,MI,brown_trout,Brown trout,tawas_city_mi/brown_trout,unscored_no_numeric,,conditional,Grade C research hold: Historical exact-area stocking ended and current exact-pier recurrence remains unresolved. No placeholder score is permitted.
tawas_city_mi,Tawas City,MI,lake_trout,Lake trout,tawas_city_mi/lake_trout,numeric_retained,5.1,candidate,"Pass 2 Grade B private city-pier estimate: Current exact-city/bay guidance establishes cold-water local opportunity. With no resolved structure-level magnitude, the corrected peak matches Rogers City and remains below Harbor Beach; stocking only corroborates occurrence."
tawas_city_mi,Tawas City,MI,freshwater_drum,Freshwater drum,tawas_city_mi/freshwater_drum,unscored_no_numeric,,conditional,Grade C research hold: A connected-river report establishes occurrence but not recurring intentional pier targeting. No placeholder score is permitted.
charlevoix_mi,Charlevoix,MI,chinook_salmon,Chinook salmon,charlevoix_mi/chinook_salmon,numeric_retained,7.2,candidate,Pass 2 Grade A private city-pier estimate: Nine positive catch years including modern positives establish recurring channel opportunity. Low measured magnitude keeps the peak at the Manitowoc tier below Pentwater.
charlevoix_mi,Charlevoix,MI,coho_salmon,Coho salmon,charlevoix_mi/coho_salmon,unscored_no_numeric,,conditional,Grade C research hold: Recent connected-water stocking is not exact-channel catch evidence; the Pier/Dock series has no positive catch row. No placeholder score is permitted.
charlevoix_mi,Charlevoix,MI,atlantic_salmon,Atlantic salmon,charlevoix_mi/atlantic_salmon,unscored_no_numeric,,conditional,Grade C research hold: One 1986 connected-water stocking record and offshore reports do not establish an exact-pier fishery. No placeholder score is permitted.
charlevoix_mi,Charlevoix,MI,steelhead,Steelhead,charlevoix_mi/steelhead,numeric_retained,7.5,candidate,Pass 2 Grade A private city-pier estimate: Eleven positive catch years across six months and continued modern occurrence establish a strong multi-window fishery between Holland/Two Rivers and the 7.7 cohort.
charlevoix_mi,Charlevoix,MI,brown_trout,Brown trout,charlevoix_mi/brown_trout,unscored_no_numeric,,conditional,Grade C research hold: One positive catch year plus connected-water stocking is inadequate for recurring numeric admission. No placeholder score is permitted.
charlevoix_mi,Charlevoix,MI,lake_trout,Lake trout,charlevoix_mi/lake_trout,numeric_retained,5,candidate,"Pass 2 Grade A private city-pier estimate: Six positive years, all measured catch occurring in the modern period, establish the strongest reviewed Lake Michigan onboarding peak below Rogers City and above Lexington."
charlevoix_mi,Charlevoix,MI,freshwater_drum,Freshwater drum,charlevoix_mi/freshwater_drum,numeric_retained,5.4,candidate,Pass 2 Grade A private city-pier estimate: Twelve positive years with persistent modern catches and exact-channel reports establish recurring ordinary-to-strong opportunity below Chicago/Whitehall.
caseville_mi,Caseville,MI,chinook_salmon,Chinook salmon,caseville_mi/chinook_salmon,unscored_no_numeric,,conditional,Grade C research hold: Neighboring-port stocking and regional occurrence do not establish exact Caseville pier recurrence. No placeholder score is permitted.
caseville_mi,Caseville,MI,coho_salmon,Coho salmon,caseville_mi/coho_salmon,numeric_retained,5,candidate,"Pass 2 Grade B private city-pier estimate: An exact DNR Caseville-pier catch report, official spring salmon guidance for Caseville, and current Huron County stocking corroboration establish a real but modest city-centered fishery. The conservative peak remains below Harbor Beach and Ludington."
caseville_mi,Caseville,MI,atlantic_salmon,Atlantic salmon,caseville_mi/atlantic_salmon,unscored_no_numeric,,unresolved,"Grade D exclusion: The cell was reopened against exact-port, connected-water, stocking, weekly-report, management, historical, and seasonal evidence. No new covered-structure basis changed the Pass 1 exclusion. No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review."
caseville_mi,Caseville,MI,steelhead,Steelhead,caseville_mi/steelhead,numeric_retained,4.5,candidate,Pass 2 Grade B private city-pier estimate: Exact connected Pigeon River/Caseville rainbow-trout stocking through 2022 and official spring trout guidance establish a modest city-centered steelhead pathway. The conservative peak matches Port Sanilac and remains below the measured Lake Huron harbor cohort.
caseville_mi,Caseville,MI,brown_trout,Brown trout,caseville_mi/brown_trout,unscored_no_numeric,,conditional,Grade C research hold: Historical exact-area stocking ended in 1999 and no current exact-pier recurrence was resolved. No placeholder score is permitted.
caseville_mi,Caseville,MI,lake_trout,Lake trout,caseville_mi/lake_trout,numeric_retained,4.6,candidate,"Pass 2 Grade B private city-pier estimate: Michigan DNR's exact Caseville fishery inventory names lake trout and the Lake Huron roadmap identifies spring trout opportunity. With no quantitative Caseville series, the conservative peak matches Oscoda and remains below Lexington."
caseville_mi,Caseville,MI,freshwater_drum,Freshwater drum,caseville_mi/freshwater_drum,unscored_no_numeric,,unresolved,"Grade D exclusion: The cell was reopened against exact-port, connected-water, stocking, weekly-report, management, historical, and seasonal evidence. No new covered-structure basis changed the Pass 1 exclusion. No credible recurring covered-structure lead was resolved after exact port, connected water, stocking, weekly-report, alternate-name, historical, and seasonal review."
