cityId,cityName,stateCode,speciesId,speciesName,pairKey,peakF,peakMonths,strongMonths,shoulderMonths,offSeasonMonths,decision
lexington_mi,Lexington,MI,atlantic_salmon,Atlantic salmon,lexington_mi/atlantic_salmon,8,Oct|Nov,Apr|Sep|Dec,Jan|Feb|Mar|May,Jun|Jul|Aug,retain_no_numerical_change
harrisville_mi,Harrisville,MI,chinook_salmon,Chinook salmon,harrisville_mi/chinook_salmon,6.6,Sep|Oct,,Aug|Nov,Jan|Feb|Mar|Apr|May|Jun|Jul|Dec,retain_no_numerical_change
harrisville_mi,Harrisville,MI,coho_salmon,Coho salmon,harrisville_mi/coho_salmon,6.2,Sep|Oct,Jan|Feb|Dec,Mar|Nov,Apr|May|Jun|Jul|Aug,retain_no_numerical_change
harrisville_mi,Harrisville,MI,steelhead,Steelhead,harrisville_mi/steelhead,5.7,Apr|May|Oct,Mar|Sep|Nov,Jan|Feb|Jun|Dec,Jul|Aug,retain_no_numerical_change
harrisville_mi,Harrisville,MI,brown_trout,Brown trout,harrisville_mi/brown_trout,5,Nov|Dec,Jan|Feb|Oct,Mar|Apr,May|Jun|Jul|Aug|Sep,retain_no_numerical_change
harrisville_mi,Harrisville,MI,atlantic_salmon,Atlantic salmon,harrisville_mi/atlantic_salmon,5.8,Jan|Feb,Mar|Oct|Nov|Dec,Apr|Sep,May|Jun|Jul|Aug,retain_no_numerical_change
pentwater_mi,Pentwater,MI,chinook_salmon,Chinook salmon,pentwater_mi/chinook_salmon,7.5,Sep,May|Aug,Apr|Jun|Oct,Jan|Feb|Mar|Jul|Nov|Dec,retain_no_numerical_change
pentwater_mi,Pentwater,MI,coho_salmon,Coho salmon,pentwater_mi/coho_salmon,7.2,Apr,Mar|May|Oct,Feb|Jun|Sep|Nov,Jan|Jul|Aug|Dec,retain_no_numerical_change
pentwater_mi,Pentwater,MI,steelhead,Steelhead,pentwater_mi/steelhead,8.3,Jul|Oct,Mar|Apr|May|Jun|Aug|Nov,Jan|Feb|Sep|Dec,,retain_no_numerical_change
pentwater_mi,Pentwater,MI,brown_trout,Brown trout,pentwater_mi/brown_trout,7.3,Mar|Apr,Feb|May|Oct|Nov,Jan|Jun|Sep|Dec,Jul|Aug,retain_no_numerical_change
pentwater_mi,Pentwater,MI,freshwater_drum,Freshwater drum,pentwater_mi/freshwater_drum,5.4,Jul|Aug,Jun|Sep,May|Oct,Jan|Feb|Mar|Apr|Nov|Dec,retain_no_numerical_change
rogers_city_mi,Rogers City,MI,chinook_salmon,Chinook salmon,rogers_city_mi/chinook_salmon,6,Sep|Oct,,Aug|Nov,Jan|Feb|Mar|Apr|May|Jun|Jul|Dec,retain_no_numerical_change
rogers_city_mi,Rogers City,MI,steelhead,Steelhead,rogers_city_mi/steelhead,6,Apr|May|Oct,Mar|Sep|Nov,Jan|Feb|Jun|Dec,Jul|Aug,retain_no_numerical_change
rogers_city_mi,Rogers City,MI,brown_trout,Brown trout,rogers_city_mi/brown_trout,5.8,Mar|Apr|Oct,Feb|May|Nov,Jan|Sep|Dec,Jun|Jul|Aug,retain_no_numerical_change
rogers_city_mi,Rogers City,MI,lake_trout,Lake trout,rogers_city_mi/lake_trout,5.1,Apr,Mar|May,Jan|Feb|Nov|Dec,Jun|Jul|Aug|Sep|Oct,retain_no_numerical_change
rogers_city_mi,Rogers City,MI,atlantic_salmon,Atlantic salmon,rogers_city_mi/atlantic_salmon,6.8,Mar|Apr|Oct,Jan|Feb|May|Sep|Nov|Dec,,Jun|Jul|Aug,retain_no_numerical_change
tawas_city_mi,Tawas City,MI,coho_salmon,Coho salmon,tawas_city_mi/coho_salmon,5.8,Apr|May,Mar|Oct,Feb|Sep|Nov,Jan|Jun|Jul|Aug|Dec,retain_no_numerical_change
tawas_city_mi,Tawas City,MI,steelhead,Steelhead,tawas_city_mi/steelhead,5.8,Apr|May|Oct,Mar|Sep|Nov,Jan|Feb|Jun|Dec,Jul|Aug,retain_no_numerical_change
tawas_city_mi,Tawas City,MI,lake_trout,Lake trout,tawas_city_mi/lake_trout,5.1,Apr,Mar|May,Jan|Feb|Nov|Dec,Jun|Jul|Aug|Sep|Oct,retain_no_numerical_change
charlevoix_mi,Charlevoix,MI,chinook_salmon,Chinook salmon,charlevoix_mi/chinook_salmon,7.2,Sep,May|Aug,Apr|Jun|Oct,Jan|Feb|Mar|Jul|Nov|Dec,retain_no_numerical_change
charlevoix_mi,Charlevoix,MI,steelhead,Steelhead,charlevoix_mi/steelhead,7.5,Jul|Oct,Mar|Apr|May|Jun|Aug|Nov,Jan|Feb|Sep|Dec,,retain_no_numerical_change
charlevoix_mi,Charlevoix,MI,lake_trout,Lake trout,charlevoix_mi/lake_trout,5,Jan|Feb|Mar|Apr|Nov,May|Oct|Dec,Jun|Sep,Jul|Aug,retain_no_numerical_change
charlevoix_mi,Charlevoix,MI,freshwater_drum,Freshwater drum,charlevoix_mi/freshwater_drum,5.4,Jul|Aug,Jun|Sep,May|Oct,Jan|Feb|Mar|Apr|Nov|Dec,retain_no_numerical_change
caseville_mi,Caseville,MI,coho_salmon,Coho salmon,caseville_mi/coho_salmon,5,Apr|May,Mar|Oct,Feb|Sep|Nov,Jan|Jun|Jul|Aug|Dec,retain_no_numerical_change
caseville_mi,Caseville,MI,steelhead,Steelhead,caseville_mi/steelhead,4.5,Apr|May|Oct,Mar|Sep|Nov,Jan|Feb|Jun|Dec,Jul|Aug,retain_no_numerical_change
caseville_mi,Caseville,MI,lake_trout,Lake trout,caseville_mi/lake_trout,4.6,Apr,Mar|May,Jan|Feb|Nov|Dec,Jun|Jul|Aug|Sep|Oct,retain_no_numerical_change
