localDate,cityId,cityName,speciesId,speciesName,disposition,evidenceGrade,seasonalPotential,strongestActiveMode,numericStatus
2025-01-26,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-02-02,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-02-09,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-02-16,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-02-23,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-03-02,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-03-09,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-03-16,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-03-23,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-03-30,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-04-06,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-04-13,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-04-20,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-04-27,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-05-04,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-05-11,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-05-18,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-05-25,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-06-01,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-06-08,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-06-15,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-06-22,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-06-29,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-07-06,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-07-13,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-07-20,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-07-27,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-08-03,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-08-10,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-08-17,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-08-24,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-08-31,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-09-07,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-09-14,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-09-21,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-09-28,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-10-05,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-10-12,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-10-19,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-10-26,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-11-02,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-11-09,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-11-16,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-11-23,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-11-30,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-12-07,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-12-14,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-12-21,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-12-28,ludington_mi,Ludington,channel_catfish,Channel Catfish,exclude,D,,,unavailable_by_decision
2025-01-05,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-01-12,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-01-19,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-01-26,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-02-02,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-02-09,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-02-16,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-02-23,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-03-02,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-03-09,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-03-16,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-03-23,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-03-30,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-04-06,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-04-13,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-04-20,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-04-27,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-05-04,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-05-11,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-05-18,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-05-25,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-06-01,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-06-08,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-06-15,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-06-22,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-06-29,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-07-06,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-07-13,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-07-20,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-07-27,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-08-03,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-08-10,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-08-17,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-08-24,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-08-31,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-09-07,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-09-14,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-09-21,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-09-28,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-10-05,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-10-12,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-10-19,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-10-26,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-11-02,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-11-09,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-11-16,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-11-23,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-11-30,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-12-07,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-12-14,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-12-21,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-12-28,ludington_mi,Ludington,largemouth_bass,Largemouth Bass,exclude,D,,,unavailable_by_decision
2025-01-05,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-01-12,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-01-19,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-01-26,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-02-02,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-02-09,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-02-16,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-02-23,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-03-02,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-03-09,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-03-16,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1.041,spring_nearshore_transient,disabled_candidate
2025-03-23,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1.327,spring_nearshore_transient,disabled_candidate
2025-03-30,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1.612,spring_nearshore_transient,disabled_candidate
2025-04-06,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1.898,spring_nearshore_transient,disabled_candidate
2025-04-13,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,2.215,spring_nearshore_transient,disabled_candidate
2025-04-20,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,2.545,spring_nearshore_transient,disabled_candidate
2025-04-27,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,2.875,spring_nearshore_transient,disabled_candidate
2025-05-04,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,3.225,spring_nearshore_transient,disabled_candidate
2025-05-11,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,3.591,spring_nearshore_transient,disabled_candidate
2025-05-18,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,3.685,spring_nearshore_transient,disabled_candidate
2025-05-25,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,3.415,spring_nearshore_transient,disabled_candidate
2025-06-01,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,3.108,spring_nearshore_transient,disabled_candidate
2025-06-08,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,2.578,spring_nearshore_transient,disabled_candidate
2025-06-15,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,2.048,spring_nearshore_transient,disabled_candidate
2025-06-22,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1.971,summer_coldwater_access,disabled_candidate
2025-06-29,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,2.295,summer_coldwater_access,disabled_candidate
2025-07-06,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,2.678,summer_coldwater_access,disabled_candidate
2025-07-13,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,3.062,summer_coldwater_access,disabled_candidate
2025-07-20,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,3.445,summer_coldwater_access,disabled_candidate
2025-07-27,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,3.847,summer_coldwater_access,disabled_candidate
2025-08-03,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,4.273,summer_coldwater_access,disabled_candidate
2025-08-10,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,4.7,summer_coldwater_access,disabled_candidate
2025-08-17,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,4.498,fall_harbor_staging,disabled_candidate
2025-08-24,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,5.477,fall_harbor_staging,disabled_candidate
2025-08-31,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,6.531,fall_harbor_staging,disabled_candidate
2025-09-07,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,7.641,fall_harbor_staging,disabled_candidate
2025-09-14,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,7.328,fall_harbor_staging,disabled_candidate
2025-09-21,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,6.776,fall_harbor_staging,disabled_candidate
2025-09-28,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,6.148,fall_harbor_staging,disabled_candidate
2025-10-05,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,5.053,fall_harbor_staging,disabled_candidate
2025-10-12,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,3.958,fall_harbor_staging,disabled_candidate
2025-10-19,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,2.886,fall_harbor_staging,disabled_candidate
2025-10-26,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1.87,fall_harbor_staging,disabled_candidate
2025-11-02,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-11-09,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-11-16,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-11-23,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-11-30,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-12-07,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-12-14,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-12-21,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-12-28,grand_haven_mi,Grand Haven,chinook_salmon,Chinook Salmon,admit,A,1,spring_nearshore_transient,disabled_candidate
2025-01-05,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-01-12,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-01-19,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-01-26,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-02-02,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-02-09,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-02-16,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1.063,spring_nearshore,disabled_candidate
2025-02-23,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1.508,spring_nearshore,disabled_candidate
2025-03-02,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1.952,spring_nearshore,disabled_candidate
2025-03-09,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,2.396,spring_nearshore,disabled_candidate
2025-03-16,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,2.84,spring_nearshore,disabled_candidate
2025-03-23,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,3.326,spring_nearshore,disabled_candidate
2025-03-30,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,3.844,spring_nearshore,disabled_candidate
2025-04-06,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,4.362,spring_nearshore,disabled_candidate
2025-04-13,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,4.88,spring_nearshore,disabled_candidate
2025-04-20,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,5.42,spring_nearshore,disabled_candidate
2025-04-27,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,5.988,spring_nearshore,disabled_candidate
2025-05-04,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,6.556,spring_nearshore,disabled_candidate
2025-05-11,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,6.531,spring_nearshore,disabled_candidate
2025-05-18,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,6.061,spring_nearshore,disabled_candidate
2025-05-25,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,5.591,spring_nearshore,disabled_candidate
2025-06-01,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,4.724,spring_nearshore,disabled_candidate
2025-06-08,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,3.79,spring_nearshore,disabled_candidate
2025-06-15,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,2.856,spring_nearshore,disabled_candidate
2025-06-22,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1.99,spring_nearshore,disabled_candidate
2025-06-29,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1.844,summer_coldwater_access,disabled_candidate
2025-07-06,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,2.155,summer_coldwater_access,disabled_candidate
2025-07-13,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,2.511,summer_coldwater_access,disabled_candidate
2025-07-20,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,2.867,summer_coldwater_access,disabled_candidate
2025-07-27,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,3.223,summer_coldwater_access,disabled_candidate
2025-08-03,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,3.607,summer_coldwater_access,disabled_candidate
2025-08-10,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,4.011,summer_coldwater_access,disabled_candidate
2025-08-17,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,3.937,summer_coldwater_access,disabled_candidate
2025-08-24,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,5.173,fall_harbor_staging,disabled_candidate
2025-08-31,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,6.616,fall_harbor_staging,disabled_candidate
2025-09-07,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,8.145,fall_harbor_staging,disabled_candidate
2025-09-14,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,8.563,fall_harbor_staging,disabled_candidate
2025-09-21,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,8.149,fall_harbor_staging,disabled_candidate
2025-09-28,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,7.735,fall_harbor_staging,disabled_candidate
2025-10-05,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,7.321,fall_harbor_staging,disabled_candidate
2025-10-12,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,6.725,fall_harbor_staging,disabled_candidate
2025-10-19,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,5.888,fall_harbor_staging,disabled_candidate
2025-10-26,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,5.051,fall_harbor_staging,disabled_candidate
2025-11-02,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,4.214,fall_harbor_staging,disabled_candidate
2025-11-09,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,3.387,fall_harbor_staging,disabled_candidate
2025-11-16,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,2.628,fall_harbor_staging,disabled_candidate
2025-11-23,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1.868,fall_harbor_staging,disabled_candidate
2025-11-30,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1.109,fall_harbor_staging,disabled_candidate
2025-12-07,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-12-14,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-12-21,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-12-28,grand_haven_mi,Grand Haven,coho_salmon,Coho Salmon,admit,A,1,spring_nearshore,disabled_candidate
2025-01-05,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,4.439,winter_spring_thermal_front,disabled_candidate
2025-01-12,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,4.585,winter_spring_thermal_front,disabled_candidate
2025-01-19,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,4.731,winter_spring_thermal_front,disabled_candidate
2025-01-26,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,4.877,winter_spring_thermal_front,disabled_candidate
2025-02-02,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,5.023,winter_spring_thermal_front,disabled_candidate
2025-02-09,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,5.17,winter_spring_thermal_front,disabled_candidate
2025-02-16,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,5.316,winter_spring_thermal_front,disabled_candidate
2025-02-23,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,5.462,winter_spring_thermal_front,disabled_candidate
2025-03-02,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,5.608,winter_spring_thermal_front,disabled_candidate
2025-03-09,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,5.755,winter_spring_thermal_front,disabled_candidate
2025-03-16,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,5.919,winter_spring_thermal_front,disabled_candidate
2025-03-23,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,6.195,winter_spring_thermal_front,disabled_candidate
2025-03-30,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,6.47,winter_spring_thermal_front,disabled_candidate
2025-04-06,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,6.746,winter_spring_thermal_front,disabled_candidate
2025-04-13,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,7.021,winter_spring_thermal_front,disabled_candidate
2025-04-20,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,6.693,winter_spring_thermal_front,disabled_candidate
2025-04-27,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,6.124,winter_spring_thermal_front,disabled_candidate
2025-05-04,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,5.555,winter_spring_thermal_front,disabled_candidate
2025-05-11,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,4.985,winter_spring_thermal_front,disabled_candidate
2025-05-18,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,4.014,winter_spring_thermal_front,disabled_candidate
2025-05-25,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,2.507,winter_spring_thermal_front,disabled_candidate
2025-06-01,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,4.307,summer_thermal_break_or_upwelling,disabled_candidate
2025-06-08,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,6.327,summer_thermal_break_or_upwelling,disabled_candidate
2025-06-15,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,8.8,summer_thermal_break_or_upwelling,disabled_candidate
2025-06-22,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,8.4,summer_thermal_break_or_upwelling,disabled_candidate
2025-06-29,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,7.999,summer_thermal_break_or_upwelling,disabled_candidate
2025-07-06,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,7.599,summer_thermal_break_or_upwelling,disabled_candidate
2025-07-13,grand_haven_mi,Grand Haven,steelhead,Steelhead,admit,A,7.198,summer_thermal_break_or_upwelling,disabled_candidate
