date,stage,daily_score,daily_label,temp_f,flow_cfs,flow_band,spread,05_09,09_13,13_17,17_21,cloud_05_09,cloud_09_13,cloud_13_17,cloud_17_21,best_block,headline,detail,tip
"2024-08-25","building","72","Active","62","459","low","15","76","61","65","73","36","29","43","14","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. More Chinook are moving and settling into the river; the score describes reaction conditions for fish already present. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2024-08-28","building","79","Active","65.8","488","low","26","86","83","60","68","100","95","46","4","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. More Chinook are moving and settling into the river; the score describes reaction conditions for fish already present. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2024-09-11","building","72","Active","58.7","427","low","26","80","69","54","70","69","61","11","3","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. More Chinook are moving and settling into the river; the score describes reaction conditions for fish already present. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2024-09-12","building","67","Active","59.4","427","low","18","71","56","53","70","0","0","0","0","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. More Chinook are moving and settling into the river; the score describes reaction conditions for fish already present. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2024-09-13","building","84","Highly active","59.8","422","low","22","78","66","87","88","57","51","100","99","17-21","Today’s Chinook activity outlook is highly active.","Conditions strongly favor a response from Chinook that are present and capable of reacting. The strongest window is 5–9 PM: Clouds or lower light make this window more favorable. More Chinook are moving and settling into the river; the score describes reaction conditions for fish already present. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 PM. If the sky changes from the forecast, favor the darkest practical window."
"2024-09-20","peak","75","Active","60.8","401","low","10","78","68","77","70","63","53","78","8","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Broad seasonal presence improves the chance of locating fish, but this score measures responsiveness rather than abundance. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2024-09-24","peak","92","Highly active","57.9","474","low","7","88","90","95","92","93","99","100","100","13-17","Today’s Chinook activity outlook is highly active.","Conditions strongly favor a response from Chinook that are present and capable of reacting. The strongest window is 1–5 PM: Clouds or lower light make this window more favorable. Broad seasonal presence improves the chance of locating fish, but this score measures responsiveness rather than abundance. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 1–5 PM. If the sky changes from the forecast, favor the darkest practical window."
"2024-09-27","peak","86","Highly active","59.2","811","high_fishable","10","82","90","80","85","70","100","82","83","09-13","Today’s Chinook activity outlook is highly active.","Conditions strongly favor a response from Chinook that are present and capable of reacting. The strongest window is 9 AM–1 PM: Clouds or lower light make this window more favorable. Broad seasonal presence improves the chance of locating fish, but this score measures responsiveness rather than abundance. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 9 AM–1 PM. If the sky changes from the forecast, favor the darkest practical window."
"2024-09-28","peak","83","Highly active","59","847","high_fishable","25","91","84","66","76","99","86","44","35","05-09","Today’s Chinook activity outlook is highly active.","Conditions strongly favor a response from Chinook that are present and capable of reacting. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Broad seasonal presence improves the chance of locating fish, but this score measures responsiveness rather than abundance. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2024-09-29","peak","71","Active","59.4","720","ideal","17","75","60","58","74","1","0","0","1","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Broad seasonal presence improves the chance of locating fish, but this score measures responsiveness rather than abundance. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2024-09-30","peak","73","Active","59.2","645","ideal","14","76","62","63","76","0","20","29","24","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Broad seasonal presence improves the chance of locating fish, but this score measures responsiveness rather than abundance. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2024-10-02","tapering","44","Moderate","55.8","550","ideal","13","48","36","35","45","44","0","0","0","05-09","Today’s Chinook activity outlook is moderate.","Some useful factors are present, but the response window is mixed. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Freshness and individual condition are becoming less consistent. This score applies only to living Chinook still capable of responding; it cannot judge the condition of an individual fish. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Compare the four time windows, but treat every difference as conditional on finding a living Chinook still capable of responding."
"2024-10-04","tapering","49","Moderate","54.1","510","normal_fishable","21","55","48","34","45","100","80","3","27","05-09","Today’s Chinook activity outlook is moderate.","Some useful factors are present, but the response window is mixed. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Freshness and individual condition are becoming less consistent. This score applies only to living Chinook still capable of responding; it cannot judge the condition of an individual fish. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Compare the four time windows, but treat every difference as conditional on finding a living Chinook still capable of responding."
"2024-10-07","tapering","43","Moderate","54.1","481","low","12","44","34","46","43","0","0","78","6","13-17","Today’s Chinook activity outlook is moderate.","Some useful factors are present, but the response window is mixed. The strongest window is 1–5 PM: Clouds or lower light make this window more favorable. Freshness and individual condition are becoming less consistent. This score applies only to living Chinook still capable of responding; it cannot judge the condition of an individual fish. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Compare the four time windows, but treat every difference as conditional on finding a living Chinook still capable of responding."
"2024-10-14","tapering","51","Moderate","50","495","low","7","47","54","51","47","44","100","92","52","09-13","Today’s Chinook activity outlook is moderate.","Some useful factors are present, but the response window is mixed. The strongest window is 9 AM–1 PM: Clouds or lower light make this window more favorable. Freshness and individual condition are becoming less consistent. This score applies only to living Chinook still capable of responding; it cannot judge the condition of an individual fish. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Compare the four time windows, but treat every difference as conditional on finding a living Chinook still capable of responding."
"2024-10-26","ending","34","Reserved","47.8","486","low","6","35","29","29","35","11","16","15","22","05-09","Today’s Chinook activity outlook is reserved.","Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Many late-run Chinook may be spawning, spent, dying, or already gone. This score applies only to a living fish still capable of reacting; favorable weather cannot reverse that decline. This read uses a current river level, measured water temperature, and the hourly weather outlook.","No late-run window should be treated as broadly favorable; use the block scores only for a living Chinook that is still capable of reacting."
"2024-11-02","post_run","38","Reserved","48.6","491","low","15","36","29","34","44","0","5","58","100","17-21","Today’s Chinook activity outlook is reserved.","Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 PM: Clouds or lower light make this window more favorable. Many late-run Chinook may be spawning, spent, dying, or already gone. This score applies only to a living fish still capable of reacting; favorable weather cannot reverse that decline. This read uses a current river level, measured water temperature, and the hourly weather outlook.","No late-run window should be treated as broadly favorable; use the block scores only for a living Chinook that is still capable of reacting."
"2024-11-06","post_run","45","Moderate","54","608","ideal","7","39","44","45","46","38","92","95","100","17-21","Today’s Chinook activity outlook is moderate.","Some useful factors are present, but the response window is mixed. The strongest window is 5–9 PM: Clouds or lower light make this window more favorable. Many late-run Chinook may be spawning, spent, dying, or already gone. This score applies only to a living fish still capable of reacting; favorable weather cannot reverse that decline. This read uses a current river level, measured water temperature, and the hourly weather outlook.","No late-run window should be treated as broadly favorable; use the block scores only for a living Chinook that is still capable of reacting."
"2025-08-01","pre_run","64","Active","63.7","418","low","21","69","53","48","68","0","0","0","0","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Dependable river presence has not begun. The score applies only to a sparse early Chinook that may already have entered. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2025-08-02","pre_run","66","Active","63.1","414","low","20","70","54","50","70","0","0","12","19","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Dependable river presence has not begun. The score applies only to a sparse early Chinook that may already have entered. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2025-08-10","pre_run","24","Reserved","70","416","low","1","24","23","24","24","70","36","78","58","05-09","Today’s Chinook activity outlook is reserved.","Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Dependable river presence has not begun. The score applies only to a sparse early Chinook that may already have entered. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2025-08-15","beginning","66","Active","66.3","418","low","30","77","51","47","66","75","0","5","16","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Early lake-fresh Chinook can remain reactive in tolerable water, so warmth is penalized without automatically erasing response potential. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2025-08-16","beginning","78","Active","67.5","403","low","15","70","67","82","81","58","73","100","100","13-17","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 1–5 PM: Clouds or lower light make this window more favorable. Early lake-fresh Chinook can remain reactive in tolerable water, so warmth is penalized without automatically erasing response potential. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 1–5 PM. If the sky changes from the forecast, favor the darkest practical window."
"2025-08-19","beginning","89","Highly active","63.1","430","low","3","90","88","87","88","100","100","95","98","05-09","Today’s Chinook activity outlook is highly active.","Conditions strongly favor a response from Chinook that are present and capable of reacting. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Early lake-fresh Chinook can remain reactive in tolerable water, so warmth is penalized without automatically erasing response potential. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2025-08-22","beginning","72","Active","64.1","404","low","29","68","53","70","82","1","6","75","92","17-21","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 PM: Clouds or lower light make this window more favorable. Early lake-fresh Chinook can remain reactive in tolerable water, so warmth is penalized without automatically erasing response potential. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 PM. If the sky changes from the forecast, favor the darkest practical window."
"2025-08-24","building","68","Active","63.1","390","very_low","17","69","58","56","73","25","33","29","37","17-21","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 PM: Clouds or lower light make this window more favorable. More Chinook are moving and settling into the river; the score describes reaction conditions for fish already present. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 PM. If the sky changes from the forecast, favor the darkest practical window."
"2025-09-02","building","64","Active","59.9","364","very_low","15","68","53","53","68","0","4","19","18","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. More Chinook are moving and settling into the river; the score describes reaction conditions for fish already present. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2025-09-19","building","74","Active","61.2","354","very_low","29","82","53","55","79","91","3","30","68","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. More Chinook are moving and settling into the river; the score describes reaction conditions for fish already present. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2025-09-23","peak","74","Active","60.3","399","very_low","26","76","80","54","69","56","87","14","6","09-13","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 9 AM–1 PM: Clouds or lower light make this window more favorable. Broad seasonal presence improves the chance of locating fish, but this score measures responsiveness rather than abundance. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 9 AM–1 PM. If the sky changes from the forecast, favor the darkest practical window."
"2025-09-24","peak","77","Active","59.7","406","low","27","87","73","60","72","100","72","35","29","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Broad seasonal presence improves the chance of locating fish, but this score measures responsiveness rather than abundance. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2025-09-26","peak","66","Active","59","389","very_low","11","69","59","58","69","0","34","38","17","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Broad seasonal presence improves the chance of locating fish, but this score measures responsiveness rather than abundance. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2025-09-28","peak","64","Active","59.7","372","very_low","18","69","53","51","67","0","0","0","0","05-09","Today’s Chinook activity outlook is active.","Conditions favor a meaningful reaction opportunity. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Broad seasonal presence improves the chance of locating fish, but this score measures responsiveness rather than abundance. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Start with 5–9 AM. If the sky changes from the forecast, favor the darkest practical window."
"2025-10-08","tapering","39","Reserved","55.6","362","very_low","9","41","32","38","40","1","17","57","6","05-09","Today’s Chinook activity outlook is reserved.","Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Freshness and individual condition are becoming less consistent. This score applies only to living Chinook still capable of responding; it cannot judge the condition of an individual fish. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Compare the four time windows, but treat every difference as conditional on finding a living Chinook still capable of responding."
"2025-10-09","tapering","38","Reserved","51.8","363","very_low","11","41","31","30","40","0","0","0","0","05-09","Today’s Chinook activity outlook is reserved.","Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Freshness and individual condition are becoming less consistent. This score applies only to living Chinook still capable of responding; it cannot judge the condition of an individual fish. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Compare the four time windows, but treat every difference as conditional on finding a living Chinook still capable of responding."
"2025-10-15","tapering","42","Moderate","53.6","370","very_low","19","50","32","31","40","100","17","10","0","05-09","Today’s Chinook activity outlook is moderate.","Some useful factors are present, but the response window is mixed. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Freshness and individual condition are becoming less consistent. This score applies only to living Chinook still capable of responding; it cannot judge the condition of an individual fish. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Compare the four time windows, but treat every difference as conditional on finding a living Chinook still capable of responding."
"2025-10-18","tapering","49","Moderate","53.8","381","very_low","5","49","50","45","50","100","100","80","93","09-13","Today’s Chinook activity outlook is moderate.","Some useful factors are present, but the response window is mixed. The strongest window is 9 AM–1 PM: Clouds or lower light make this window more favorable. Freshness and individual condition are becoming less consistent. This score applies only to living Chinook still capable of responding; it cannot judge the condition of an individual fish. This read uses a current river level, measured water temperature, and the hourly weather outlook.","Compare the four time windows, but treat every difference as conditional on finding a living Chinook still capable of responding."
"2025-10-27","ending","33","Reserved","45.3","506","normal_fishable","6","34","29","28","34","0","0","0","0","05-09","Today’s Chinook activity outlook is reserved.","Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Many late-run Chinook may be spawning, spent, dying, or already gone. This score applies only to a living fish still capable of reacting; favorable weather cannot reverse that decline. This read uses a current river level, measured water temperature, and the hourly weather outlook.","No late-run window should be treated as broadly favorable; use the block scores only for a living Chinook that is still capable of reacting."
"2025-10-29","post_run","31","Reserved","45.5","457","low","5","33","28","28","32","0","0","14","4","05-09","Today’s Chinook activity outlook is reserved.","Fish may respond selectively, with important environmental limitations. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Many late-run Chinook may be spawning, spent, dying, or already gone. This score applies only to a living fish still capable of reacting; favorable weather cannot reverse that decline. This read uses a current river level, measured water temperature, and the hourly weather outlook.","No late-run window should be treated as broadly favorable; use the block scores only for a living Chinook that is still capable of reacting."
"2025-11-08","post_run","41","Moderate","45.5","452","low","0","41","41","41","41","100","100","100","100","05-09","Today’s Chinook activity outlook is moderate.","Some useful factors are present, but the response window is mixed. The strongest window is 5–9 AM: Clouds or lower light make this window more favorable. Many late-run Chinook may be spawning, spent, dying, or already gone. This score applies only to a living fish still capable of reacting; favorable weather cannot reverse that decline. This read uses a current river level, measured water temperature, and the hourly weather outlook.","No late-run window should be treated as broadly favorable; use the block scores only for a living Chinook that is still capable of reacting."
