date,stage,daily_score,daily_label,temp_f,flow_cfs,flow_band,spread,block_1_id,block_1_score,block_1_cloud_pct,block_2_id,block_2_score,block_2_cloud_pct,block_3_id,block_3_score,block_3_cloud_pct,best_block,headline,detail,tip
2025-01-17,building,74,Active,36.8,574,ideal,2,09-12,74,100,12-15,72,71,15-18,74,98,09-12,Today’s Winter Steelhead Activity is active.,"A gradual measured-water warm-up is favorable. The strongest daylight window is 9 AM–12 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 9 AM–12 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2023-01-16,building,75,Active,37.8,671,ideal,0,09-12,75,100,12-15,75,100,15-18,75,100,09-12,Today’s Winter Steelhead Activity is active.,"Stable measured water avoids a swing penalty. The strongest daylight window is 9 AM–12 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 9 AM–12 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2024-01-25,building,76,Active,39.95,545,ideal,0,09-12,76,99,12-15,76,100,15-18,76,100,09-12,Today’s Winter Steelhead Activity is active.,"The large measured-water swing is penalized. The strongest daylight window is 9 AM–12 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 9 AM–12 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2024-01-11,building,77,Active,38.5,540,ideal,0,09-12,77,100,12-15,77,100,15-18,77,96,09-12,Today’s Winter Steelhead Activity is active.,"Stable measured water avoids a swing penalty. The strongest daylight window is 9 AM–12 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 9 AM–12 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2023-01-11,building,78,Active,39.6,767,high_fishable,0,09-12,78,100,12-15,78,100,15-18,78,92,09-12,Today’s Winter Steelhead Activity is active.,"Stable measured water avoids a swing penalty. The strongest daylight window is 9 AM–12 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 9 AM–12 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2024-01-30,building,78,Active,40,845,high_fishable,0,09-12,78,100,12-15,78,100,15-18,78,100,09-12,Today’s Winter Steelhead Activity is active.,"Stable measured water avoids a swing penalty. The strongest daylight window is 9 AM–12 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 9 AM–12 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2024-01-28,building,82,Highly active,40.8,749,ideal,0,09-12,82,100,12-15,82,97,15-18,82,100,09-12,Today’s Winter Steelhead Activity is highly active.,"Stable measured water avoids a swing penalty. The strongest daylight window is 9 AM–12 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 9 AM–12 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2023-01-12,building,86,Highly active,40.5,739,ideal,0,09-12,86,100,12-15,86,100,15-18,86,100,09-12,Today’s Winter Steelhead Activity is highly active.,"A gradual measured-water warm-up is favorable. The strongest daylight window is 9 AM–12 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 9 AM–12 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2024-02-10,building,91,Highly active,42.3,666,ideal,1,08-11,90,90,11-15,91,100,15-19,91,98,11-15,Today’s Winter Steelhead Activity is highly active.,"A gradual measured-water warm-up is favorable. The strongest daylight window is 11 AM–3 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 11 AM–3 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2022-02-15,peak,29,Reserved,33.3,620,ideal,0,08-11,29,61,11-15,29,98,15-19,29,100,08-11,Today’s Winter Steelhead Activity is reserved.,"Cooling water reduces expected response. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2022-02-20,peak,29,Reserved,33.5,681,ideal,0,08-11,29,20,11-15,29,10,15-19,29,96,08-11,Today’s Winter Steelhead Activity is reserved.,"Cooling water reduces expected response. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2025-02-18,peak,29,Reserved,32.2,472,low,0,08-11,29,26,11-15,29,83,15-19,29,100,08-11,Today’s Winter Steelhead Activity is reserved.,"Stable measured water avoids a swing penalty. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2025-02-20,peak,29,Reserved,32.2,479,low,0,08-11,29,100,11-15,29,100,15-19,29,100,08-11,Today’s Winter Steelhead Activity is reserved.,"Stable measured water avoids a swing penalty. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2023-02-17,peak,48,Moderate,35.4,956,high_fishable,1,08-11,48,99,11-15,47,89,15-19,48,87,08-11,Today’s Winter Steelhead Activity is moderate.,"The large measured-water swing is penalized. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2025-02-16,peak,49,Moderate,33.6,475,low,0,08-11,49,100,11-15,49,100,15-19,49,100,08-11,Today’s Winter Steelhead Activity is moderate.,"Stable measured water avoids a swing penalty. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2026-02-24,peak,49,Moderate,35.2,1100,very_high,0,08-11,49,100,11-15,49,100,15-19,49,100,08-11,Today’s Winter Steelhead Activity is moderate.,"Cooling water reduces expected response. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2023-02-23,peak,53,Moderate,35.2,879,high_fishable,0,08-11,53,100,11-15,53,100,15-19,53,100,08-11,Today’s Winter Steelhead Activity is moderate.,"Cooling water reduces expected response. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2026-02-22,peak,55,Moderate,36.5,1210,very_high,0,08-11,55,100,11-15,55,100,15-19,55,100,08-11,Today’s Winter Steelhead Activity is moderate.,"Cooling water reduces expected response. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2024-02-17,peak,57,Moderate,35.4,599,ideal,0,08-11,57,94,11-15,57,100,15-19,57,100,08-11,Today’s Winter Steelhead Activity is moderate.,"Cooling water reduces expected response. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2023-02-19,peak,62,Active,37.7,919,high_fishable,8,08-11,63,74,11-15,56,1,15-19,64,86,15-19,Today’s Winter Steelhead Activity is active.,"Cooling water reduces expected response. The strongest daylight window is 3 PM–7 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 3 PM–7 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2022-02-21,peak,64,Active,36.5,663,ideal,0,08-11,64,100,11-15,64,100,15-19,64,100,08-11,Today’s Winter Steelhead Activity is active.,"The large measured-water swing is penalized. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2022-02-16,peak,66,Active,35.1,619,ideal,0,08-11,66,100,11-15,66,100,15-19,66,100,08-11,Today’s Winter Steelhead Activity is active.,"A gradual measured-water warm-up is favorable. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2026-02-15,peak,68,Active,37.5,511,normal_fishable,4,08-11,70,63,11-15,67,47,15-19,66,0,08-11,Today’s Winter Steelhead Activity is active.,"Stable measured water avoids a swing penalty. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2024-02-16,peak,71,Active,37,611,ideal,0,08-11,71,100,11-15,71,100,15-19,71,100,08-11,Today’s Winter Steelhead Activity is active.,"Stable measured water avoids a swing penalty. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2022-02-23,peak,74,Active,36.9,643,ideal,4,08-11,75,94,11-15,74,85,15-19,71,35,08-11,Today’s Winter Steelhead Activity is active.,"A gradual measured-water warm-up is favorable. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2026-02-16,peak,80,Highly active,38.75,523,normal_fishable,3,08-11,81,85,11-15,79,74,15-19,78,41,08-11,Today’s Winter Steelhead Activity is highly active.,"A gradual measured-water warm-up is favorable. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2022-02-22,peak,80,Highly active,37.8,652,ideal,0,08-11,80,100,11-15,80,100,15-19,80,100,08-11,Today’s Winter Steelhead Activity is highly active.,"A gradual measured-water warm-up is favorable. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2026-02-18,peak,85,Highly active,40.8,743,ideal,5,08-11,86,100,11-15,86,100,15-19,81,25,08-11,Today’s Winter Steelhead Activity is highly active.,"A gradual measured-water warm-up is favorable. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2024-02-23,peak,88,Highly active,41,614,ideal,1,08-11,87,73,11-15,88,98,15-19,88,100,11-15,Today’s Winter Steelhead Activity is highly active.,"A gradual measured-water warm-up is favorable. The strongest daylight window is 11 AM–3 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 11 AM–3 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2022-02-25,tapering,49,Moderate,34.5,629,ideal,1,08-11,48,7,11-15,49,87,15-19,49,43,11-15,Today’s Winter Steelhead Activity is moderate.,"Cooling water reduces expected response. The strongest daylight window is 11 AM–3 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 11 AM–3 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2022-02-26,tapering,49,Moderate,34.7,621,ideal,0,08-11,49,77,11-15,49,64,15-19,49,2,08-11,Today’s Winter Steelhead Activity is moderate.,"Cooling water reduces expected response. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2026-02-26,tapering,49,Moderate,34.4,922,high_fishable,0,08-11,49,18,11-15,49,98,15-19,49,72,08-11,Today’s Winter Steelhead Activity is moderate.,"Stable measured water avoids a swing penalty. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2023-02-25,tapering,53,Moderate,35.1,780,high_fishable,3,08-11,54,100,11-15,53,92,15-19,51,47,08-11,Today’s Winter Steelhead Activity is moderate.,"Cooling water reduces expected response. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2023-02-26,tapering,56,Moderate,35.5,761,high_fishable,2,08-11,56,2,11-15,54,0,15-19,56,0,08-11,Today’s Winter Steelhead Activity is moderate.,"Stable measured water avoids a swing penalty. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2026-02-25,tapering,57,Moderate,35.5,1010,very_high,0,08-11,57,100,11-15,57,100,15-19,57,100,08-11,Today’s Winter Steelhead Activity is moderate.,"Stable measured water avoids a swing penalty. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2024-02-25,tapering,63,Active,37,598,ideal,3,08-11,65,89,11-15,62,65,15-19,62,49,08-11,Today’s Winter Steelhead Activity is active.,"Cooling water reduces expected response. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2024-02-26,tapering,69,Active,38.5,578,ideal,4,08-11,66,3,11-15,69,71,15-19,70,70,15-19,Today’s Winter Steelhead Activity is active.,"Cooling water reduces expected response. The strongest daylight window is 3 PM–7 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 3 PM–7 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2025-02-25,tapering,72,Active,40.2,553,ideal,2,08-11,73,34,11-15,71,28,15-19,71,6,08-11,Today’s Winter Steelhead Activity is active.,"The large measured-water swing is penalized. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2025-02-26,tapering,78,Active,40.6,611,ideal,1,08-11,78,100,11-15,78,92,15-19,77,76,08-11,Today’s Winter Steelhead Activity is active.,"The large measured-water swing is penalized. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2026-02-27,ending,57,Moderate,35.2,842,high_fishable,2,08-11,58,80,11-15,56,60,15-19,56,45,08-11,Today’s Winter Steelhead Activity is moderate.,"Stable measured water avoids a swing penalty. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2022-02-27,ending,63,Active,36,615,ideal,0,08-11,63,52,11-15,63,62,15-19,63,51,08-11,Today’s Winter Steelhead Activity is active.,"Stable measured water avoids a swing penalty. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2023-02-27,ending,63,Active,35.8,773,high_fishable,0,08-11,63,100,11-15,63,100,15-19,63,100,08-11,Today’s Winter Steelhead Activity is active.,"Stable measured water avoids a swing penalty. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2023-02-28,ending,66,Active,36.9,814,high_fishable,7,08-11,68,91,11-15,61,17,15-19,67,79,08-11,Today’s Winter Steelhead Activity is active.,"Stable measured water avoids a swing penalty. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2022-02-28,ending,75,Active,37,611,ideal,1,08-11,75,100,11-15,75,100,15-19,74,82,08-11,Today’s Winter Steelhead Activity is active.,"A gradual measured-water warm-up is favorable. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2026-02-28,ending,76,Active,37.6,799,high_fishable,0,08-11,76,98,11-15,76,100,15-19,76,100,08-11,Today’s Winter Steelhead Activity is active.,"A gradual measured-water warm-up is favorable. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2024-02-27,ending,77,Active,42.2,573,ideal,6,08-11,76,4,11-15,74,9,15-19,80,70,15-19,Today’s Winter Steelhead Activity is active.,"The large measured-water swing is penalized. The strongest daylight window is 3 PM–7 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 3 PM–7 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2025-02-28,ending,79,Active,39.4,728,ideal,2,08-11,79,100,11-15,77,75,15-19,79,99,08-11,Today’s Winter Steelhead Activity is active.,"Stable measured water avoids a swing penalty. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2024-02-28,ending,83,Highly active,44.1,588,ideal,0,08-11,83,100,11-15,83,100,15-19,83,97,08-11,Today’s Winter Steelhead Activity is highly active.,"The large measured-water swing is penalized. The strongest daylight window is 8 AM–11 AM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 8 AM–11 AM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
2025-02-27,ending,87,Highly active,40.6,675,ideal,3,08-11,84,49,11-15,87,96,15-19,87,93,11-15,Today’s Winter Steelhead Activity is highly active.,"A gradual measured-water warm-up is favorable. The strongest daylight window is 11 AM–3 PM. Clouds shape the time-window ranking, but cannot override cold-water or hydraulic caps. Rain receives no independent positive score. PM flow is measured at Scottville; water temperature follows the labeled PMTU station priority. Conditions and ice can differ among reaches.","Start with 11 AM–3 PM in legal, depth-stable holding water. Verify ice, access, and safety directly; this is responsiveness for fish already present, not a new run or catch probability."
