cityId,port,speciesId,dashboardSpecies,period,catchEstimate,matchedAllSpeciesHours,catchPer1000MatchedAllSpeciesHours,positiveMonthYearStrata,enumeratedMonthYearStrata,positiveYears,limitation
"alpena_mi","ALPENA","steelhead","Steelhead","full_export","0","4140","0","0","27","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","steelhead","Steelhead","modern_2012_2022_excluding_2020","0","4140","0","0","27","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","steelhead","Steelhead","recent_2018_2022_excluding_2020","0","1194","0","0","20","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","brown_trout","Brown Trout","full_export","142","4462","31.8243","3","29","3","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","brown_trout","Brown Trout","modern_2012_2022_excluding_2020","94","4140","22.7053","1","27","1","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","brown_trout","Brown Trout","recent_2018_2022_excluding_2020","94","1194","78.727","1","20","1","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","lake_trout","Lean Lake Trout","full_export","13","4224","3.0777","1","28","1","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","lake_trout","Lean Lake Trout","modern_2012_2022_excluding_2020","0","4140","0","0","27","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","lake_trout","Lean Lake Trout","recent_2018_2022_excluding_2020","0","1194","0","0","20","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","walleye","Walleye","full_export","740","4728","156.5144","6","30","5","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","walleye","Walleye","modern_2012_2022_excluding_2020","727","4648","156.4114","4","28","3","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","walleye","Walleye","recent_2018_2022_excluding_2020","213","1194","178.392","1","20","1","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","smallmouth_bass","Smallmouth Bass","full_export","1891","6767","279.4444","19","41","9","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","smallmouth_bass","Smallmouth Bass","modern_2012_2022_excluding_2020","1333","4856","274.5058","10","32","4","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","smallmouth_bass","Smallmouth Bass","recent_2018_2022_excluding_2020","0","1194","0","0","20","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","freshwater_drum","Drum","full_export","126","4811","26.19","4","30","3","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","freshwater_drum","Drum","modern_2012_2022_excluding_2020","126","4811","26.19","4","30","3","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","freshwater_drum","Drum","recent_2018_2022_excluding_2020","0","1194","0","0","20","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","yellow_perch","Yellow Perch","full_export","20296","6066","3345.8622","15","39","10","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","yellow_perch","Yellow Perch","modern_2012_2022_excluding_2020","15417","4434","3476.9959","5","29","3","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","yellow_perch","Yellow Perch","recent_2018_2022_excluding_2020","0","1194","0","0","20","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","lake_whitefish","Lake Whitefish","full_export","0","4140","0","0","27","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","lake_whitefish","Lake Whitefish","modern_2012_2022_excluding_2020","0","4140","0","0","27","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","lake_whitefish","Lake Whitefish","recent_2018_2022_excluding_2020","0","1194","0","0","20","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","round_whitefish","Round Whitefish","full_export","0","3539","0","0","14","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","round_whitefish","Round Whitefish","modern_2012_2022_excluding_2020","0","3539","0","0","14","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","round_whitefish","Round Whitefish","recent_2018_2022_excluding_2020","0","593","0","0","7","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","channel_catfish","Channel Catfish","full_export","47","4180","11.244","2","28","2","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","channel_catfish","Channel Catfish","modern_2012_2022_excluding_2020","47","4180","11.244","2","28","2","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","channel_catfish","Channel Catfish","recent_2018_2022_excluding_2020","0","1194","0","0","20","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","largemouth_bass","Largemouth Bass","full_export","51","4140","12.3188","2","27","1","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","largemouth_bass","Largemouth Bass","modern_2012_2022_excluding_2020","51","4140","12.3188","2","27","1","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","largemouth_bass","Largemouth Bass","recent_2018_2022_excluding_2020","0","1194","0","0","20","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","atlantic_salmon","Atlantic Salmon","full_export","0","4140","0","0","27","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","atlantic_salmon","Atlantic Salmon","modern_2012_2022_excluding_2020","0","4140","0","0","27","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","atlantic_salmon","Atlantic Salmon","recent_2018_2022_excluding_2020","0","1194","0","0","20","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","northern_pike","Northern Pike","full_export","183","5412","33.8137","9","33","5","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","northern_pike","Northern Pike","modern_2012_2022_excluding_2020","166","5153","32.2142","6","30","3","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","northern_pike","Northern Pike","recent_2018_2022_excluding_2020","0","1194","0","0","20","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","white_perch","White Perch","full_export","0","4140","0","0","27","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","white_perch","White Perch","modern_2012_2022_excluding_2020","0","4140","0","0","27","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","white_perch","White Perch","recent_2018_2022_excluding_2020","0","1194","0","0","20","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","white_bass","White Bass","full_export","0","4140","0","0","27","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","white_bass","White Bass","modern_2012_2022_excluding_2020","0","4140","0","0","27","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","white_bass","White Bass","recent_2018_2022_excluding_2020","0","1194","0","0","20","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","bluegill","Bluegill","full_export","163","4140","39.372","3","27","1","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","bluegill","Bluegill","modern_2012_2022_excluding_2020","163","4140","39.372","3","27","1","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
"alpena_mi","ALPENA","bluegill","Bluegill","recent_2018_2022_excluding_2020","0","1194","0","0","20","0","Ordinal recurrence/magnitude anchor only; matched hours are all-species effort, not directed-effort CPUE. Port and Pier/Dock can pool structures."
